formulary_name,med_name_generic,med_action_dose_unit,volume_given,count
Lidocaine 2% PF 5 mL inj,lidocaine 2%,Not Recorded,,589
Lidocaine 2% Visc 100 mL btl,lidocaine 2%,Not Recorded,,7
Lidocaine 2% inj 20mL,lidocaine 2%,Not Recorded,,160
Lidocaine 2% inj. 50mL inj,lidocaine,Not Recorded,,19
Lidocaine 2% topical Gel 5 mL,lidocaine 2%,Not Recorded,,4
Lidocaine 2% topical soln,lidocaine 2%,Not Recorded,none,4
Lidocaine 2% viscous liq 20 mL,lidocaine viscous 2%,Not Recorded,,15
"Lidocaine 2% w/Epi 1:100,000 20mL inj",lidocaine 2% w/epi,Not Recorded,,7
Lidocaine 20mg/mL OR syringe,lidocaine 2%,Not Recorded,none,5
Lidocaine 4% 5 mL inj,lidocaine 4%,Not Recorded,,96
Lidocaine 4% Nebulized soln,lidocaine 4%,Not Recorded,none,16
Lidocaine 4% cream,lidocaine 4% cream,Not Recorded,none,1
Lidocaine 4% topical sol 50 mL,lidocaine 4%,Not Recorded,,14
Lidocaine 5% oint 35 gm,lidocaine 5%,Not Recorded,none,1
Lidocaine 5%-Gluc 7.5% 2 mL inj,lidocaine 5% glucose 7.5%,Not Recorded,,2
Lidocaine 8mg/ml Drip NEONATE,lidocaine in syringe,Not Recorded,none,16
Lidocaine Gel 2% 20mL (Uro-Jet Gel),lidocaine gel 2%,Not Recorded,,1
Lidocaine Viscous 2%  UD,lidocaine viscous 2%,Not Recorded,none,101
Lidocaine topical 4% kit,lidocaine topical 4%,Not Recorded,none,46
Lidocaine w/ Epi 1.5% 10 mL inj,lidocaiine1.5%w/epi,Not Recorded,,3
"Lidocaine w/Epi 2% 1:200,000 20 mL inj",lidocaine 2% w/ epi,Not Recorded,,4
Linezolid 200 mg/100 mL premix,linezolid premix,Not Recorded,,18
Linezolid 600 mg tab,linezolid,Not Recorded,,2
Linezolid 600 mg/300 mL premix,linezolid premix,Not Recorded,,13164
Linezolid 600 mg/300 mL premix.,linezolid premix,Not Recorded,,825
Loratadine 10 mg tab,loratadine,Not Recorded,,1
Lorazepam 0.5 mg tab,lorazepam,Not Recorded,,2
Lorazepam 1 mg tab,lorazepam,Not Recorded,,33
Lorazepam 2 mg/1 mL inj,lorazepam,Not Recorded,,241692
Lorazepam 2 mg/mL 10 mL Extemp,lorazepam,Not Recorded,,1673
Lorazepam 2 mg/mL 10 mL inj,lorazepam,Milligram/Hour,,64203
Lorazepam 2 mg/mL conc. liq. (Palliative Care)BULK,lorazepam,Not Recorded,none,9
Lorazepam 4 mg/mL 10 mL inj,LORazepam,Not Recorded,,1
Lorazepam IV Therapy,Lorazepam IV Therapy,Not Recorded,none,2
MORPHINE PF 0.5mg/ml in NS 2ml inj syr,morphine,Not Recorded,,6
MVI Pediatric 10mL inj,multivit ped inj,Not Recorded,,92
MVI-12   2X5 mL inj,multiple vitamins,Not Recorded,,56027
MVI-12 (2X5mL) inj,multiple vitamins,Not Recorded,,62323
Mag Sulf 1gm/100 mL D5W premix,magnesium sulfate in d5w,Not Recorded,,329
Mag Sulf 6gm/NS 100mL ivpb,magnesium sulfate in ns,Not Recorded,,38
Mag Sulfate 20gm/ 500ml Water inj,magnesium sulfate/water,Not Recorded,,111679
Mag Sulfate 20mg/mL/NS neonate syringe,magnesium sulf. in NS syringe,Not Recorded,none,502
Mag Sulfate 40gm/ 1000ml Water inj,magnesium sulfate/water,Not Recorded,,5743
Mag Sulfate 50%  5 gm/10mL inj ***,magnesium sulfate 50%,Not Recorded,,57261
Mag Sulfate 50%(4 mEq/mL)2 mL inj,magnesium sulfate 50%,Not Recorded,,6673
Magnesium Citrate oral soln Bulk,magnesium citrate,Not Recorded,none,1
Magnesium Sulf 2gm/50mL IVPB,magnesium sulfate,Not Recorded,,608868
Magnesium Sulf 4gm/100mL IVPB,magnesium sulfate,Not Recorded,,119486
Magnesium Sulf 5 gm/10mL OR syringe,magnesium sulfate,Not Recorded,,139
Magnesium Sulf 5 gm/10mL inj ..,magnesium sulfate,Not Recorded,,4033
Mannitol 20% 250 mL IV bag,mannitol 20%,Hour,,6165
Mannitol 20% 500mL bag,mannitol 20%,Hour,,712
Mannitol 25% 12.5gm/50 mL inj,mannitol 25%,Not Recorded,,648
Melphalan 50 mg inj,melphalan,Not Recorded,none,2606
Meperidine 100 mg/1 mL inj.,meperidine,Not Recorded,,1922
Meperidine 25 mg/1 mL inj,meperidine,Not Recorded,,3291
Meperidine 25mg/0.5mL inj,meperidine,Not Recorded,,301
Meperidine 50 mg/1 mL inj,meperidine,Not Recorded,,2032
Mepivacaine 1% 30 mL inj,mepivacaine 1%,Not Recorded,,10
Mepivacaine 2% 20 mL inj,mepivacaine 2%,Not Recorded,,11
Meropenem 0.04mg/mL for Desensitization,meropenem/ns,Not Recorded,none,3
Meropenem 1000 mg inj,meropenem,Not Recorded,none,147597
Meropenem 1000mg/NS IVPB,meropenem in NS,Not Recorded,none,71792
Meropenem 10mg/mL for Desensitization,meropenem/ns,Not Recorded,none,4
Meropenem 1mg/mL for Desensitization,meropenem/ns,Not Recorded,none,1199
Meropenem 20mg/mL for Desensitization,meropenem/ns,Not Recorded,none,9
Meropenem 2gm Desensitization Rx Protocol- initiate,Meropenem 2gm Desensitization Rx Protocol- initiate,Not Recorded,none,29
Meropenem 500 mg inj,meropenem,Not Recorded,none,17599
Meropenem 500 mg/100 mL NS IVPB,meropenem in NS,Not Recorded,,44413
Meropenem 500mg/NS 50mL IVPB,meropenem in ns,Not Recorded,,48829
Mesna 1000 mg/10 mL inj,mesna,Not Recorded,,15427
MethaDONE 1 mg/ 1 mL oral Liq,methaDONE,Not Recorded,,8
MethaDONE 10 mg tab,methaDONE,Not Recorded,,8
MethaDONE 10 mg/mL 20 mL inj,methaDONE,Not Recorded,,146
MethaDONE 10 mg/ml 1mL IV syringe,methaDONE,Not Recorded,,12357
MethaDONE 10 mg/ml neonate IV syringe,methaDONE,Not Recorded,none,21
MethaDONE 5 mg tab,methaDONE,Not Recorded,,6
MethaDONE 5 mg/ 5 mL oral Liq,methaDONE,Not Recorded,,78
Methocarbamol 1gm inj,methocarbamol,Not Recorded,none,33679
Methocarbamol 500 mg tab,methocarbamol,Not Recorded,,8
Methocarbamol 750 mg tab,methocarbamol,Not Recorded,,4
Methohexital 500 mg inj,methohexital,Not Recorded,none,4
Methotrexate 1gm inj,methotrexate,Not Recorded,none,1334
Methotrexate 50 mg/2 mL inj,methotrexate,Not Recorded,,5
Methotrexate 50 mg/2 mL inj PF,methotrexate PF,Not Recorded,,3665
Methotrexate Int Dose,methotrexate sodium,Not Recorded,none,4
MethylPREDNISolone  40 mg DEPO inj,methylPREDNISolone acetate (depo),Not Recorded,none,154
MethylPREDNISolone 1000mg inj,methylPREDNISolone,Not Recorded,none,21950
MethylPREDNISolone 125 mg/2 mL  inj,methylPREDNISolone,Not Recorded,,82174
MethylPREDNISolone 2.5mg/mL/NS neonate syringe,methylPREDNISolone in NS syringe,Not Recorded,none,1
MethylPREDNISolone 2000mg inj,methylPREDNISolone,Not Recorded,none,5
MethylPREDNISolone 4 mg tab,methylPREDNISolone,Not Recorded,,2
MethylPREDNISolone 40 mg inj,methylPREDNISolone,Not Recorded,none,161910
MethylPREDNISolone 40 mg/mL susp inj 5mL,methylPREDNISolone,Not Recorded,,1
MethylPREDNISolone 500mg inj,methylPREDNISolone,Not Recorded,none,2788
Methylene Blue 1% 10mg/mL inj,methylene blue 1%,Not Recorded,none,443
Methylene Blue 100 mg / 10mL inj,methylene blue,Not Recorded,,531
Methylene Blue 5mg/mL 10mL inj,methylene blue,Not Recorded,,929
Methylergonovine 0.2 mg/1 mL inj,methylergonovine,Not Recorded,,81
Methylnaltrexone 12mg inj.,methylnaltrexone,Not Recorded,none,6
Methylnaltrexone 8 mg inj,methylnaltrexone,Not Recorded,none,1
MetoCLOPRAMIDE 1 mg/1 mL Ped oral syringe,metoCLOPRAMIDE ped liq,Not Recorded,,2
MetoCLOPRAMIDE 10 mg tab,metoCLOPRAMIDE,Not Recorded,,10
MetoCLOPRAMIDE 10 mg/10 mL liq,metoCLOPRAMIDE,Not Recorded,,1
MetoCLOPRAMIDE 10 mg/2 mL inj,metoCLOPRAMIDE,Not Recorded,,263442
MetoCLOPRAMIDE 5 mg tab,metoCLOPRAMIDE,Not Recorded,,1
MetoCLOPRAMIDE 5 mg/mL 10 mL inj,metoCLOPRAMIDE,Not Recorded,,21
MetoPROLOL 5 mg/5 mL inj,metoPROLOL,Not Recorded,,162845
MetoPROLOL Succinate XL 50 mg tab,metoPROLOL Succinate  XL,Not Recorded,,1
MetoPROLOL Succinate XL 50 mg tab,metoPROLOL XL,Not Recorded,,3
MetoPROLOL Tartrate 50 mg tab,metoPROLOL,Not Recorded,,2
MetoPROLOL tartrate 25 mg tab,metoPROLOL,Not Recorded,,1
MetoPROLOL tartrate 25 mg tab,metoPROLOL Tartrate,Not Recorded,,1
MetroNIDAZOLE tab(s) for wound care,metroNIDAZOLE,Not Recorded,,1
Metronidazole 500 mg tab,metronidazole,Not Recorded,,4
Metronidazole 500 mg/NS 100 mL,metronidazole / NS,Not Recorded,,334932
Metronidazole 5mg/mL/NS neonate syringe,metronidazole in NS syringe,Not Recorded,none,102
Micafungin 100 mg inj,micafungin,Not Recorded,none,43380
Micafungin 50 mg inj,micafungin,Not Recorded,none,25813
Micafungin 5mg/mL 2mL lock soln.,micafungin lock soln.,Not Recorded,,9
Midazolam 10 mg/5mL syrup,midazolam,Not Recorded,,1
Midazolam 1mg/mL inj 5 mL,midazolam,Not Recorded,,5006
Midazolam 2mg/2mL inj,midazolam,Not Recorded,,241946
Midazolam 5 mg/mL inj 10 mL,midazolam,Not Recorded,,108520
Milrinone 10 mg/10 mL inj,milrinone,Not Recorded,,8
Milrinone 20 mg/20 mL inj,milrinone,Microgram/Kilogram/Minute,,27327
Minocycline 100 mg inj,minocycline,Not Recorded,none,849
Misoprostol 100 mcg tab,misoprostol,Not Recorded,,1
Misoprostol 200 mcg tab,misoprostol,Not Recorded,,2
Misoprostol 25 mcg tab,misoprostol,Not Recorded,,1
MitoMYCIN 20 mg inj,mitoMYCIN,Not Recorded,none,6
MitoXANTRONE 20mg/10 mL inj,mitoXANTRONE,Not Recorded,,168
MitoXANTRONE 25mg/12.5mL inj,mitoXANTRONE,Not Recorded,,78
Morphine 1 mg/mL neonate syringe,morphine in syringe,Not Recorded,none,15
Morphine 10 mg/ 1 mL PF inj,morphine,Not Recorded,,12901
Morphine 10 mg/1 mL inj vial,morphine,Not Recorded,,10282
Morphine 10 mg/5 mL liq,morphine,Not Recorded,,12
Morphine 10 mg/mL inj 10 mL vial,morphine,Not Recorded,,1180
Morphine 15 mg/ 1 ml inj,morphine,Milligram/Hour,,6615
Morphine 15mg/mL 20 mL inj,morphine,Not Recorded,,4873
Morphine 2 mg/ 1 mL inj,morphine,Not Recorded,,628429
Morphine 2 mg/mL inj for Neonate study only,morphine,Not Recorded,none,32
Morphine 2mg/mL oral liq,morphine,Not Recorded,none,2
Morphine 4 mg/ 1 mL inj,morphine,Not Recorded,,276887
Morphine 5 mg/1 mL inj,morphine,Not Recorded,,26111
Morphine 8 mg/1 mL inj,morphine sulfate,Not Recorded,,8337
Morphine PCA 1mg/ml 50 mLSyr.,morphine PCA 1mg/ml 50mL Syr.,Not Recorded,,4293
Morphine PCA 50 mg/50 mL,morphine PCA,Not Recorded,,3316
Morphine PCA/NCA 50 mg/50 mL,morphine PCA,Not Recorded,,24842
Morphine PCA/NCA 50 mg/50 mL,morphine PCA/NCA,Not Recorded,,13966
Morphine-PF 10 mg/10 mL inj,morphine pf,Not Recorded,,185
Morphine-PF 200 mg/20 mL inj,morphine,Not Recorded,,1
Morphine-PF 5 mg/10 mL inj,morphine,Not Recorded,,8
Moxifloxacin 400 mg/250 mL NS IVPB,moxifloxacin in ns,Not Recorded,,1016
Multivitamin Pediatric 5 mL inj,multiple vitamins,Not Recorded,,126
Mycophenolate 250 mg cap,mycophenolate,Not Recorded,,1
Mycophenolate 500 mg inj,mycophenolate,Not Recorded,none,28188
Mycophenolate 500 mg tab,mycophenolate,Not Recorded,,6
Mycophenolate 500 mg/2.5mL oral susp (UD cup),mycophenolate,Not Recorded,,11
NACL  0.45% 100 ml bag,nacl 0.45%,Not Recorded,,591
NACL  0.45% 50 mL IV bag,nacl 0.45%,Not Recorded,,18
NACL 0.45% +20 mEq KCl 1000 mL,nacl 0.45% + kcl,Not Recorded,,38575
NACL 0.45% 1000 mL IV bag,nacl 0.45%,Not Recorded,,706959
NACL 0.45% 250 mL IV bag,nacl 0.45%,Not Recorded,,1542
NACL 0.45% 500 mL IV bag,nacl 0.45%,Not Recorded,,21316
NACL 2.5 mEq/ mL 40mL inj,NACL 2.5 mEq/mL,Not Recorded,,220
NACL 800mEq/200mL 23.4% inj,nacl 23.4%,Not Recorded,,1
NICU 10% Starter TPN,NICU 10% Starter TPN,Not Recorded,none,13
NICU Starter TPN,NICU Starter TPN,Not Recorded,none,78
NOREPInephrine 16mcg/mL OR syringe,NOREPInephrine,Not Recorded,none,45955
NOREPInephrine 4mcg/mL OR syringe (40mcg),NOREPInephrine,Not Recorded,none,18
NOREPInephrine 4mg/4mL inj,NOREPInephrine,Microgram/Kilogram/Minute,,882302
NS 100 mL IV bag,nacl 0.9%,Not Recorded,,2011148
NS 100 mL IV bag for chemo,nacl 0.9%,Not Recorded,,16226
NS 1000 mL (Polyolefin) for chemo,ns (polyolefin),Not Recorded,,5181
NS 1000 mL IV bag,NS,Not Recorded,,7255566
NS 1000 mL IV bag for chemo,ns,Not Recorded,,6608
NS 1000 mL btl for manufacturing,ns,Not Recorded,,4
NS 1000 mL irrigation  btl,ns irrigation btl,Not Recorded,,12
NS 100mL (polyolefin),nacl 0.9% (polyolefin),Not Recorded,,19458
NS 10mL flush syr,saline flush,Not Recorded,,1349
NS 10ml PF vial,ns pf,Not Recorded,,184
NS 150 mL IV bag,nacl 0.9%,Not Recorded,,1929
NS 150 mL IV bag for chemo,nacl 0.9%,Not Recorded,,585
NS 2000 mL Irrigation bag,nacl 0.9%,Not Recorded,,2
NS 250 mL IV bag,nacl 0.9%,Not Recorded,,779191
NS 250 mL IV bag for IV Set,nacl 0.9%,Not Recorded,,14611
NS 250 mL IV bag for chemo,nacl 0.9%,Not Recorded,,18498
NS 250 mL IV btl,nacl 0.9% bottle,Not Recorded,,5463
NS 250 mL IV btl for chemo,nacl 0.9%,Not Recorded,,59
NS 250 mL Prime bag for Chemo,nacl 0.9%,Not Recorded,,15
NS 250mL (Polyolefin),nacl 0.9% (polyolefin),Not Recorded,,461957
NS 250mL (Polyolefin) for chemo,nacl 0.9% (polyolefin),Not Recorded,,495
NS 250mL bag for narc drip,nacl 0.9%,Not Recorded,,83347
NS 30 mL Bacteriostatic inj,sodium chloride bacteriostatic,Not Recorded,,1
NS 3000 mL Irrigation bag,ns irrigation,Not Recorded,,12
NS 3mL flush,saline flush,Not Recorded,,6
NS 50 mL IV bag,nacl 0.9%,Not Recorded,,1555074
NS 50 mL IV bag for chemo,nacl 0.9%,Not Recorded,,11616
NS 500 mL IV bag,nacl 0.9%,Not Recorded,,395487
NS 500 mL IVPB,nacl 0.9%,Not Recorded,,187
NS 500 mL irrigation btl,nacl 0.9%,Not Recorded,,3
NS 500mL (Polyolefin),nacl 0.9% (polyolefin),Not Recorded,,7316
NS 500mL (Polyolefin) for chemo,nacl 0.9% (polyolefin),Not Recorded,,9861
NS 500mL IV bag for chemo,nacl 0.9%,Not Recorded,,10335
NS Continuous Bladder Irrigation 3000mL,NS Bladder Irrigation,Not Recorded,,1
NS PCA,nacl 0.9%,Not Recorded,none,59082
NS inj (Preservative Free),ns pf,Not Recorded,none,147
NS inj (Preservative Free),ns pf.,Not Recorded,none,56
NS+20 mEq KCl 1000 mL IV bag,ns + kcl,Not Recorded,,77705
NS+40 mEq KCl 1000 mL,ns + kcl,Not Recorded,,17456
NTG 0.3 mg=1/200Gr SL tab,nitroglycerin,Not Recorded,,1
NTG 0.4 mg=1/150Gr SL tab,nitroglycerin,Not Recorded,,149
NTG Aerosol Spray,nitroglycerin,Not Recorded,none,45
NaCl conc 23.4% (4meq/mL) for compounding,na chloride conc(23.4%),Not Recorded,none,11938
NaCl conc 23.4% 5mL syr,na chloride conc(23.4%),Not Recorded,,5
NaCl conc 23.4% 5mL syr (Dialysis),na chloride conc(23.4%),Not Recorded,,5
Nafcillin 0.01mg/mL for Desensitization,nafcillin/ns for desensitization,Not Recorded,none,7
Nafcillin 0.1mg/mL for Desensitization,nafcillin/ns for desensitization,Not Recorded,none,7
Nafcillin 10 gm inj,nafcillin,Not Recorded,none,6300
Nafcillin 10mg/mL for Desensitization,nafcillin/ns for desensitization,Not Recorded,none,8
Nafcillin 1gm inj,nafcillin,Not Recorded,none,72
Nafcillin 1gm/50 mL Iso-Dex,nafcillin in Iso-Dex,Not Recorded,,5
Nafcillin 1gm/50mL NS,nafcillin/ns,Not Recorded,,265
Nafcillin 20mg/mL neonate syringe,nafcillin/ns in syringe,Not Recorded,none,32
Nafcillin 2gm Desensitization Rx Protocol- initiate,Nafcillin 2gm Desensitization Rx Protocol- initiate,Not Recorded,none,1
Nafcillin 2gm inj,nafcillin,Not Recorded,none,1714
Nafcillin 2gm/100 mL Iso-Dex,nafcillin in Iso-Dex,Not Recorded,,853
Nafcillin 2gm/100mL NS IVPB,nafcillin/ns,Not Recorded,,15681
Nafcillin 50mg/mL for Desensitization,nafcillin/ns for desensitization,Not Recorded,none,8
Nalbuphine 10 mg/1 mL inj,nalbuphine,Not Recorded,,11403
Nalbuphine 20 mg/1 mL inj,nalbuphine,Not Recorded,,2168
Naloxone (HIGH CONCENTRATION)  2 mg/2 mL syringe,naloxone,Not Recorded,,769
Naloxone 0.4 mg/ 1 mL inj,naloxone,Not Recorded,,23004
Nelarabine 250 mg/ 50mL inj,nelarabine,Not Recorded,,81
Neonatal TPN,Neonatal TPN,Not Recorded,none,1633
Neonate Hyperalimentation,Hyperalimentation neonate,Not Recorded,none,938
Neonate Starter Hyperal 250mL,neonate starter hyperal,Not Recorded,,50
Neostigmine 1 mg/mL 10 mL inj,neostigmine,Not Recorded,,317
Neostigmine 1 mg/mL inj,neostigmine,Not Recorded,none,12
Neostigmine 3mg/3mL inj,neostigmine,Not Recorded,,1
Neostigmine 3mg/3mL inj,neostimine,Not Recorded,,18
Neostigmine 5mg/5mL Syr for Pyxis,neostigmine,Not Recorded,,1
NiCARdipine 100mcg/mL 10 mL-OR syringe,niCARdipine,Not Recorded,,13424
NiCARdipine 25mg/10mL inj,niCARdipine,Milligram/Hour,,13873
NiCARdipine 30 mg cap,niCARdipine,Not Recorded,,6
Nicardipine 1.25mg/6.25mL ECT syringe,nicardipine syringe,Not Recorded,,2
Nitroglycerin 100mcg/mL for Cath Lab,nitroglycerin,Not Recorded,none,1348
Nitroglycerin 2% Oint 1 gm,nitroglycerin 2% 1 gm,Not Recorded,none,19
Nitroglycerin 200mcg/mL 10mL OR syringe,nitroglycerin,Not Recorded,,8
Nitroglycerin 25 mg/5 mL inj,nitroglycerin,Not Recorded,,4
Nitroglycerin 50 mg/ 10 mL inj,nitroglycerin,Not Recorded,,3558
Nitroglycerin 50mcg/mL 10mL OR syringe,nitroglycerin,Not Recorded,,11540
Nitroprusside 50 mg/ 2 mL inj,nitroprusside,Not Recorded,,6338
Normosol-R Ph 7.4 1000mL bag,electrolytes,Not Recorded,,4
Not Recorded,Not Recorded,Micrograms/Minute,none,993111
OXALIplatin 100mg inj,OXALIplatin,Not Recorded,none,202
OXALIplatin 50 mg inj,OXALIplatin,Not Recorded,none,34
Octreotide  100 mcg/1mL inj,octreotide,Not Recorded,,3473
Octreotide  500  mcg/1 mL  inj,octreotide,Not Recorded,,549
Octreotide  500  mcg/1 mL  inj ADD,octreotide add,Not Recorded,,124691
Octreotide 1 mg/mL 5 mL inj,octreotide,Not Recorded,,111
Octreotide 10 mcg/mL neonate syringe,octreotide,Not Recorded,none,3
Octreotide 100 mcg/0.2 mL syringe,octreotide,Not Recorded,,4
Octreotide 20 mg/5 mL LAR inj,octreotide,Not Recorded,,1
Octreotide 30 mg LAR Kit,octreotide,Not Recorded,none,6
Olanzapine 10 mg IM,olanzapine,Not Recorded,none,191
Ondansetron 4 mg ODT,ondansetron ODT,Not Recorded,none,112
Ondansetron 4 mg tab,ondansetron,Not Recorded,,85
Ondansetron 4 mg/2 mL inj,ondansetron,Not Recorded,,1337705
Ondansetron 40 mg/20 mL inj (MDV),ondansetron,Not Recorded,,1423
Ondansetron 8 mg tab,ondansetron,Not Recorded,,33
Ondansetron 8mg/NS IVPB,ondansetron/ns,Not Recorded,none,29
Ophth. Lubricant (Refresh P.M.) 3.5 gm,ophthalmic lubricant,Not Recorded,none,2
Oxacillin 1000mg inj,oxacillin,Not Recorded,none,323
Oxacillin 40mg/mL/NS neonate syringe,oxacillin in NS syringe,Not Recorded,none,42
Oxymetazoline 0.05% nasal spray 15 mL,oxymetazoline 0.05%,Not Recorded,,229
Oxytocin 10 units/ 1 mL inj,oxytocin,Not Recorded,,2422
Oxytocin 10 units/mL inj 10mL,oxytocin,Not Recorded,,45
Oxytocin 15 unit(s)/NS 250mL (Induction),oxytocin/ns,Not Recorded,,65537
Oxytocin 20 unit(s)/LR 1000mL (Infusion),oxytocin/LR,Not Recorded,,21097
Oxytocin 20 units/1000 mL NS for infusion,oxytocin in NS,Not Recorded,,8722
Oxytocin 20 units/500mL (Infusion),oxytocin infusion,Not Recorded,,22608
Oxytocin 20 units/500mL (Infusion),oxytocin/LR,Not Recorded,,6933
Oxytocin 30 units/NS 500 mL,oxytocin/NS,Not Recorded,,5110
P.D. 1.5% 1000mL bag,p.d.soln 1.5%,Not Recorded,,1
PACLItaxel 30 mg/5 mL inj,PACLItaxel,Not Recorded,,149
PACLItaxel 300 mg/50 mL inj,PACLItaxel,Not Recorded,,384
PACLItaxel 6 mg/mL inj,PACLItaxel,Not Recorded,none,3
PACLItaxel Protein-Bound 100mg inj,PACLItaxel protein-bound,Not Recorded,none,36
PCA IV Syringe,PCA IV Syringe,Not Recorded,none,65
PCA Reservoir & Syringe Volume Confirm,PCA Reservoir & Syringe Volume Confirm,Not Recorded,none,3
"PCN G Ben 300,000 unit(s)/1 mL inj",penicillin g benzathine,Not Recorded,,1
PCN G Benzathine  1.2 mu/2 mL inj,penicillin g benzathine,Not Recorded,,2
"PCN-G Procan 600,000 units/1 mL inj",penicillin g procaine,Not Recorded,,1
PD Low Cal Ultra 1.5% 2 Liter,pd low cal 1.5% 2L,Not Recorded,,2
PEMEtrexED 500 mg inj,PEMEtrexED,Not Recorded,none,8
PEMEtrexED 500 mg inj,pemetrexed,Not Recorded,none,7
PHENYLephrine 0.25% 30mL nsl spray,PHENYLephrine 0.25% nas spray,Not Recorded,,1
PHENYLephrine 0.25% nsl spray 15 mL,PHENYLephrine nasal 0.25% spray,Not Recorded,,1
PHENYLephrine 0.5% nasal spray 15mL,PHENYLephrine 0.5%,Not Recorded,,108
PHENYLephrine 1% nasal spray 15 mL,PHENYLephrine 1%,Not Recorded,,1
PHENYLephrine 10 mg/ 1 mL inj,PHENYLephrine,Not Recorded,,53849
PHENYLephrine 1mg/10mL (1000mcg) inj,PHENYLephrine,Not Recorded,,298
PHENYLephrine 1mg/10mL (1000mcg) ns syringe OR,PHENYLephrine,Not Recorded,,2182
PHENYLephrine 50 mg/ 5 mL inj,PHENYLephrine,Not Recorded,,76
PHENYLephrine 500mcg/mL 20mL syringe (I-cavernous),phenylephrine,Not Recorded,,4
PRMX Alteplase 25 mg ADD for LVAD,alteplase,Milligram/Hour,none,1051
PRMX Argatroban 125mg/ 125 mL vial,argatroban,Not Recorded,,359
PRMX Bivalirudin 250 mg inj,PRMX bivalirudin,Milligram/Kilogram/Hour,none,260
PRMX Bivalirudin 250 mg inj,bivalirudin,Not Recorded,none,469
PRMX DOBUTamine 1gm/D5W 250 mL (dbl),DOBUTamine-d5w,Microgram/Kilogram/Minute,,84232
PRMX DOBUTamine 250mg/D5W 250 mL,DOBUTamine-d5w,Microgram/Kilogram/Minute,,3525
PRMX DOBUTamine 500 mg Drip Std*,DOBUTamine/d5w,Microgram/Kilogram/Minute,none,655741
PRMX DOBUTamine 50mg/NS 50ml,DOBUTamine in ns,Not Recorded,,98
PRMX DOPamine 400 mg Drip std*,DOPamine/d5w,Not Recorded,none,74693
PRMX DOPamine 800 mg/250 mL Drip DBL,DOPamine - d5w,Microgram/Kilogram/Minute,,2410
PRMX EPInephrine 2mg/D5W drip std*,EPInephrine in d5w,Not Recorded,none,4539
PRMX EPInephrine 4mg/D5W drip std*,EPInephrine in d5w,Microgram/Kilogram/Minute,none,334797
PRMX EPInephrine 4mg/NS drip,EPInephrine in ns,Microgram/Kilogram/Minute,none,1277
PRMX Eptifibatide 200 mg/100 mL Drip,eptifibatide/water,Not Recorded,,207
PRMX Esmolol 2.5gm/250 mL Drip std*,esmolol,Microgram/Kilogram/Minute,,51749
"PRMX Fentanyl  2,500 mcg / 50 mL Premix Drip",fentanyl citrate,Not Recorded,,1982583
PRMX Fentanyl  5000 mcg / 100 mL Premix Drip Double,fentaNYL,Not Recorded,,43392
"PRMX HePARIN 25,000 units/250 mL Premix std*",hePARIN premix,Not Recorded,,2733486
PRMX Hydromorphone 20 mg/NS Drip,HYDROmorphone PF,Not Recorded,none,6939
PRMX Hydromorphone 20 mg/NS Drip,HYDROmorphone in ns,Not Recorded,none,43
PRMX Insulin Reg Hum.,insulin reg human premix,Not Recorded,none,569298
PRMX Insulin Reg Hum. 100 units/100ml,insulin reg human premix,U/Hr,,459732
PRMX Insulin Reg Human 250units Drip std* (OR charging),insulin reg human in ns,Not Recorded,none,293
PRMX Lidocaine 2 gm/250 mL D5W Drip std*,lidocaine in d5w,Not Recorded,,44582
PRMX Midazolam 100mg Drip Std*,midazolam in ns,Not Recorded,none,307036
PRMX Milrinone 20mg/100mL D5W drip,PRMX milrinone in d5w,Not Recorded,,11252
PRMX Milrinone 40 mg Drip std*,milrinone/d5w,Not Recorded,none,1148623
PRMX NOREPInephrine 4 mg/250 mL NS Drip,NOREPInephrine NS premix drip,Not Recorded,,1328332
PRMX NOREPInephrine 4mg/250ml D5W Drip,NOREPInephrine in d5w,Microgram/Kilogram/Minute,,67520
PRMX NiCARdipine 40 mg/200mL NS  Drip std*,niCARdipine/NS,Milligram/Hour,,358969
PRMX Nitroglycerin 50 mg Drip std*,nitroglycerin/d5w,Micrograms/Minute,none,115331
PRMX PHENYLephrine 25mg/D5W drip,PHENYLephrine in d5w,Microgram/Kilogram/Minute,none,155
PRMX PHENYLephrine 25mg/NS drip std*,PHENYLephrine in ns,Microgram/Kilogram/Minute,none,139011
PRMX Propofol 1000 mg/100 mL std*,propofol,Microgram/Kilogram/Minute,,885654
PRMX Propofol 500 mg/ 50 mL bottle,propofol,Not Recorded,,2077
PRMX Tirofiban 12.5 mg/250 mL Drip,tirofiban in ns,Microgram/Kilogram/Minute,,31634
PRMX Tirofiban 5 mg/100 mL Drip,tirofiban in ns,Microgram/Kilogram/Minute,,101
PRMX Vasopressin 40 unit/100mL NS Drip (DBL Volume),vasopressin double volume drip,Unit/Minute,,5
PRMX clevidipine 25 mg/50 mL Drip std*,PRMX clevidipine drip,Milligram/Hour,,3829
PRMX dexmedetomidine 400mcg/100ml NS Drip,dexmedetomidine NS premix drip,Microgram/Kilogram/Hour,,1246108
PRMX diltiazem 100 mg drip,diltiazem,Microgram/Kilogram/Minute,none,34652
PRMX diltiazem 125 mg drip,diltiazem,Milligram/Hour,none,15638
PRMX fentaNYL 2500 mcg/250 mL NS,PRMX fentaNYL,Microgram/Kilogram/Hour,,25708
