formulary_name,med_name_generic,med_action_dose_unit
"PCN-G Procan 600,000 units/1 mL inj",penicillin g procaine,1
PD Low Cal Ultra 1.5% 2 Liter,pd low cal 1.5% 2L,2
PEMEtrexED 500 mg inj,PEMEtrexED,8
PEMEtrexED 500 mg inj,pemetrexed,7
PHENYLephrine 0.25% 30mL nsl spray,PHENYLephrine 0.25% nas spray,1
PHENYLephrine 0.25% nsl spray 15 mL,PHENYLephrine nasal 0.25% spray,1
PHENYLephrine 0.5% nasal spray 15mL,PHENYLephrine 0.5%,108
PHENYLephrine 1% nasal spray 15 mL,PHENYLephrine 1%,1
PHENYLephrine 10 mg/ 1 mL inj,PHENYLephrine,53849
PHENYLephrine 1mg/10mL (1000mcg) inj,PHENYLephrine,298
PHENYLephrine 1mg/10mL (1000mcg) ns syringe OR,PHENYLephrine,2182
PHENYLephrine 50 mg/ 5 mL inj,PHENYLephrine,76
PHENYLephrine 500mcg/mL 20mL syringe (I-cavernous),phenylephrine,4
PRMX Alteplase 25 mg ADD for LVAD,alteplase,1051
PRMX Argatroban 125mg/ 125 mL vial,argatroban,359
PRMX Bivalirudin 250 mg inj,PRMX bivalirudin,260
PRMX Bivalirudin 250 mg inj,bivalirudin,469
PRMX DOBUTamine 1gm/D5W 250 mL (dbl),DOBUTamine-d5w,84232
PRMX DOBUTamine 250mg/D5W 250 mL,DOBUTamine-d5w,3525
PRMX DOBUTamine 500 mg Drip Std*,DOBUTamine/d5w,655741
PRMX DOBUTamine 50mg/NS 50ml,DOBUTamine in ns,98
PRMX DOPamine 400 mg Drip std*,DOPamine/d5w,74693
PRMX DOPamine 800 mg/250 mL Drip DBL,DOPamine - d5w,2410
PRMX EPInephrine 2mg/D5W drip std*,EPInephrine in d5w,4539
PRMX EPInephrine 4mg/D5W drip std*,EPInephrine in d5w,334797
PRMX EPInephrine 4mg/NS drip,EPInephrine in ns,1277
PRMX Eptifibatide 200 mg/100 mL Drip,eptifibatide/water,207
PRMX Esmolol 2.5gm/250 mL Drip std*,esmolol,51749
"PRMX Fentanyl  2,500 mcg / 50 mL Premix Drip",fentanyl citrate,1982583
PRMX Fentanyl  5000 mcg / 100 mL Premix Drip Double,fentaNYL,43392
"PRMX HePARIN 25,000 units/250 mL Premix std*",hePARIN premix,2733486
PRMX Hydromorphone 20 mg/NS Drip,HYDROmorphone PF,6939
PRMX Hydromorphone 20 mg/NS Drip,HYDROmorphone in ns,43
PRMX Insulin Reg Hum.,insulin reg human premix,569298
PRMX Insulin Reg Hum. 100 units/100ml,insulin reg human premix,459732
PRMX Insulin Reg Human 250units Drip std* (OR charging),insulin reg human in ns,293
PRMX Lidocaine 2 gm/250 mL D5W Drip std*,lidocaine in d5w,44582
PRMX Midazolam 100mg Drip Std*,midazolam in ns,307036
PRMX Milrinone 20mg/100mL D5W drip,PRMX milrinone in d5w,11252
PRMX Milrinone 40 mg Drip std*,milrinone/d5w,1148623
PRMX NOREPInephrine 4 mg/250 mL NS Drip,NOREPInephrine NS premix drip,1328332
PRMX NOREPInephrine 4mg/250ml D5W Drip,NOREPInephrine in d5w,67520
PRMX NiCARdipine 40 mg/200mL NS  Drip std*,niCARdipine/NS,358969
PRMX Nitroglycerin 50 mg Drip std*,nitroglycerin/d5w,115331
PRMX PHENYLephrine 25mg/D5W drip,PHENYLephrine in d5w,155
PRMX PHENYLephrine 25mg/NS drip std*,PHENYLephrine in ns,139011
PRMX Propofol 1000 mg/100 mL std*,propofol,885654
PRMX Propofol 500 mg/ 50 mL bottle,propofol,2077
PRMX Tirofiban 12.5 mg/250 mL Drip,tirofiban in ns,31634
PRMX Tirofiban 5 mg/100 mL Drip,tirofiban in ns,101
PRMX Vasopressin 40 unit/100mL NS Drip (DBL Volume),vasopressin double volume drip,5
PRMX clevidipine 25 mg/50 mL Drip std*,PRMX clevidipine drip,3829
PRMX dexmedetomidine 400mcg/100ml NS Drip,dexmedetomidine NS premix drip,1246108
PRMX diltiazem 100 mg drip,diltiazem,34652
PRMX diltiazem 125 mg drip,diltiazem,15638
PRMX fentaNYL 2500 mcg/250 mL NS,PRMX fentaNYL,25708
PRMX ketamine 400 mg Drip DBL (FOR ICU),ketamine drip,76254
PRMX morphine 100 mg/100 mL NS Drip,morphine,7281
PRMX sodium bicarbonate 150 mEq D5W 1000 mL,sodium bicarbonate/d5w,3522
Palifermin 6.25mg (6250 mcg) inj,palifermin,734
Palonosetron 250mcg/5mL inj,palonosetron,224
Pamidronate 30 mg/10ml  injection,pamidronate,489
Pamidronate 90 mg/10 mL inj,pamidronate,69
Panitumumab100 mg/5mL inj,panitumumab,3
Pantoprazole 40 mg granules,pantoprazole,3
Pantoprazole 40 mg inj,pantoprazole,945370
Pantoprazole 40 mg tab,pantoprazole,29
Pantoprazole IV for Invest.study,pantoprazole P#3001k200042,9
Paricalcitol 2 mcg/mL inj,paricalcitol,632
Paricalcitol 5 mcg/mL inj,paricalcitol,19
Pegaspargase 750 units/1mL inj,pegaspargase,92
Pembrolizumab 100 mg inj,pembrolizumab,1
Penicillin G K 20 million units CMPD,Penicillin G K,24
Penicillin G K 5 million unit inj,penicillin g k,20273
"Penicillin G K 5,000,000 unit(s)/ns IVPB",penicillin g k in ns,10705
Penicillin G NA 5Mu inj,penicillin g sod.,192
Penicillin G Pot. 0.1units/mL for Desensitization,Penicillin G Pot./ns,16
Penicillin G Pot. 1000 units/mL for Desensitization,Penicillin G Pot./ns,15
Penicillin G Pot. 10units/mL for Desensitization,Penicillin G Pot./ns,16
"Penicillin G Pot. 3,000,000 units/50 mL D5W IVPB",Penicillin G Pot.,656
"Penicillin G Pot. 3,000,000 units/50 mL D5W IVPB",Penicillin G Pot. D5W,1457
"Penicillin G Pot. 3,000,000 units/50 mL IVPB",Penicillin G Pot.,13824
"Penicillin G Pot. 50,000 units/mL for Desensitization",Penicillin G Pot./ns,26
Penicillin G Sod. 5 mu/D5W 100mL IVPB,penicillin g sod. in D5W,71
Pentamidine 300 mg inj,pentamidine,234
Pentobarbital 50 mg/mL 20 mL inj ADD,pentobarbital add,482
Pentostatin 10 mg inj,pentostatin,17
Peramivir 200 mg/20mL inj,peramivir,118
Perflutren,perflutren,375
Peripheral Parenteral Nutrition,Peripheral Parenteral Nutrition (hyperal),360683
Peripheral TPN,Peripheral TPN,45390
Pertuzumab 420 mg inj,pertuzumab,9
Phenobarbital 130 mg/1 mL inj,phenobarbital,8916
Phenobarbital 4 mg/ mL ped. oral syringe,phenobarbital ped liq,1
Phenobarbital 65 mg/1 mL inj,PHENobarbital,8202
Phenobarbital 65mg/mL neonate syringe,PHENobarbital in syringe,2
Phentolamine Mesylate 5 mg inj,phentolamine,4
Phenylephrine nasal 0.5% soln 15mL,phenylephrine nasal 0.5%,2
Phenytoin 100 mg/2 mL inj,phenytoin,1344
Phenytoin 100 mg/4 mL oral susp,phenytoin,1
Phenytoin 250 mg/5 mL inj,phenytoin,171
Physostigmine 2 mg/2 mL inj,physostigmine,26
Phytonadione 10 mg/1 mL inj,phytonadione,12482
Phytonadione 5 mg tab,phytonadione,12
Phytonadione Ped 1 mg inj,phytonadione ped,7
Phytonadione Ped. 1 mg/mL (Vit.K) neonate syringe,phytonadione in ns,30
Piperacil/Tazobactam  2.25gm inj,piperacillin-tazobact,122
Piperacillin-Tazobactam  4.5 gm inj,piperacillin-tazobactam,3277
Piperacillin-Tazobactam 3.375 gm/50 mL iso-dex,piperacillin-tazobac in iso-dex,52283
Piperacillin-Tazobactam 3.375gm inj,piperacillin-tazobact,30784
Piperacillin-Tazobactam 3.375gm/100 mL NS,piperacillin-tazobac in ns,149408
Piperacillin-Tazobactam 4.5gm IVPB/NS 100mL,piperacillin-tazobactam in ns,337561
Piperacillin-tazob 20mg/mL/NS neonate syringe,piperacillin-tazob in NS syringe,181
Piperacillin-tazobactam 4.5 gm/iso-dex 100 ml ivpb,piperacillin-tazobact/iso-dex,21639
Piperacillin/Tazobactam  2.25gm/NS IVPB,piperacillin-tazobact in NS,648
Pipracil-Tazobac 3.375gm/50mL NS (for RAD),piperacillin-tazobac in ns,28
Plasma-Lyte A 1000 mL bag,plasmalyte a,578115
Pneumococcal 25 mcg/0.5 mL inj,pneumococcal vaccine  poly,2
Polyethylene Glycol pwdr 17gm unit dose,polyethylene glycol,1
"Polymyxin B 500,000 unit inj",polymyxin b sulfate,121
Posaconazole 100mg tab,posaconazole,2
Posaconazole 300mg inj,posaconazole,4500
Posaconazole 40mg/mL oral susp.,posaconazole,22
Potasium Aceta 2 mEq/mL 100 mL inj,potassium acetate,1
PotassPhosphate 3mmol/mL 15mL inj,potassium phosphate,27479
Potassium  Acet 100mEq/50mL inj,potassium acetate,6
Potassium Aceta 2 mEq/mL 20 mL inj,potassium acetate,1028
Potassium Chlor 0.1 meq/ml/NS neonate syringe,potassium chloride in NS syringe,10
Potassium Chlor 0.2 meq/ml/NS neonate syringe,potassium chloride in NS syringe,10
Potassium Chlor 2 meq/ml 10mL inj,potassium chloride,56042
Potassium Chloride 10 mEq cap,potassium chloride,23
Potassium Chloride 10 mEq tab,potassium chloride,15
Potassium Chloride 20 mEq/15 mL liq 473mL BULK,potassium chloride,29
"Potassium Chloride 8 mEq cap
",potassium chloride,1
Potassium Cl 20meq/NS 500mL ivpb,potassium chloride in NS,46
Potassium Cl 30meq/NS 500mL ivpb,potassium chloride in ns,63
Potassium Cl 40meq/D5W 500mL (for HF),potassium chloride in d5w,86
Potassium Cl 40meq/NS 500mL ivpb,potassium chloride in ns,120920
Potassium Level Recheck Reminder,potassium level recheck reminder,1
Potassium Phos 3 mmol/mL 50 mL inj,potassium phosphate,1646
Potassium-Phos (K-PhosNeutral) tab,potassium phosphate/sod.phosphate,1
Prasugrel 10 mg tab,prasugrel,381
Pravastatin 40 mg tab,pravastatin,1
PredniSONE 5 mg/5 mL liq 120mL,predniSONE,1
Pregabalin 150 mg cap,pregabalin,1
Pregabalin 75 mg caps,pregabalin,6
Premix Dextrose 5%,Premix D5W,2550365
Premix Diluent,Premix Diluent,5691785
Premix NS,Premix NS,4643474
"Premix Water, Sterile",Premix Sterile Water,339
Preop famotidine,famotidine,1
PrismaSol B22GK4/0 w/out Calcium soln,prismaSol B22GK4/0,6
Prismasate B22GK4/0 w/o Calcium,prismasate b22gk4/0,1
Prismasate BK 0/3.5 5L bag,Prismasate BK 0/3.5,11
Procainamid 1gm/10 mL inj ADD,procainamide add,264
Procainamide 1gm/10 mL inj,procainamide,45
Procainamide 1gm/2mL inj,procainamide,58
Procainamide 1gm/2mL inj ADD,procainamide add..,3630
Procainamide 1gm/ns 50mL ivpb for ED use only,procainamide/ns,9
Prochlorperazine 10 mg tab,prochlorperazine,6
Prochlorperazine 10mg/2mL inj for IV use,prochlorperazine,88093
Prochlorperazine 5 mg tab,prochlorperazine,1
Prolastin 1gm inj,alpha 1 proteinase inhibitor,3
Promethazine 12.5 mg supp,promethazine supp,28
Promethazine 12.5 mg tab,promethazine tab,1
Promethazine 12.5mg IV,promethazine inj,145
Promethazine 25 mg supp,promethazine supp,33
Promethazine 25 mg tab,promethazine tab,1
Promethazine 25 mg/1 mL inj,promethazine inj,21318
Promethazine 6.25 mg/5 ml 120 mL liq,promethazine,3
Propofol 100 mg/ 10 mL Syringe,propofol,16
Propofol 200 mg/ 20 mL inj,propofol,2341
Propofol 500 mg/50 mL syringe,propofol,37
Propranolol 1 mg/1 mL inj,propranolol,258
ProtAMINE 10 mg/mL 5 mL inj,protAMINE,7201
ProtAMINE 100mg/50ml IVPB,protamine ivpb,15
ProtAMINE 10mg/mL 25mL inj,protAMINE,224
Protein C Concentrate Human 1000 units/10 mL,Protein C Concentrate Human,11
Prothrombin Complex concentrate (Bebulin),prothrombin complex conc.,40
Prothrombin complex (Human) (Kcentra),prothrombin complex,1552
Pyridostigmine 10 mg/2 mL inj,pyridostigmine,311
Pyridostigmine 60 mg/5 mL liq 120mL,pyridostigmine,1
Pyridoxine 100 mg/1 mL inj,pyridoxine,24298
Pyridoxine 100 mg/1mL/NS neonate syringe,pyridoxine in NS syringe,1
Pyridoxine 50 mg tab,pyridoxine,1
REMIfentanil 1 mg inj,REMIfentanil,5088
REMIfentanil 1000 mcg inj,REMIfentanil,706
REMIfentanil 100mcg/2mL syringe,REMIfentanil,1
REMIfentanil 2 mg inj,REMIfentanil,10
RHo (D) immune globulin 1500 intl units/1.3 mL solu,RHo (D) immune globulin,32
RHo (D) immune globulin 300 mcg (Rhogam IM),RHo (D) immune globulin,7
RHo (D) immune globulin 300 mcg/1.3 mL inj,RHo (D) immune globulin,14
RHo (D) immune globulin 300 mcg/2 mL inj,RHo (D) immune globulin,26
Ramucirumab 500 mg/50mL inj,ramucirumab,2
Ranitidine 50mg/2mL inj,ranitidine,226
Rasburicase 7.5 mg inj.,rasburicase,32
Refresh Classic Ophth Soln 0.4 mL,refresh,3
Regadenoson 0.4 mg/5 mL inj,regadenoson,3200
RifaMPIN 300 mg cap,rifaMPIN,2
RifaMPIN 3mg/mL/NS neonate syringe,rifaMPIN in NS syringe,1
RifaMPIN 600 mg inj,rifaMPIN,2587
Rocuronium 10 mg/mL 10 mL inj,rocuronium,2037
Rocuronium 10 mg/mL 5 mL inj,rocuronium,8712
Rocuronium 10 mg/mL 5 mL syringe,rocuronium,3
Rocuronium 10 mg/mL per mL,rocuronium,8
Rocuronium 10mg/mL 5mL OR syringe,rocuronium,47
Ropivacaine 0.5% 30 mL syringe (EUOSH),ropivacaine 0.5%,2
Ropivacaine 1% 10mg/mL 20mL,ropivacaine 1%,1
Ropivacaine 2 mg/mL 100 mL inj,ropivacaine 0.2%,14
Ropivacaine 5 mg/mL 30 mL inj,ropivacaine 0.5%,76
Ropivacaine 7.5 mg/mL 20 mL inj,ropivacaine 0.75%,2
SJH hyperalimentation 1200-2200mL,hyperalimentation 1200-2200mL,304628
SJH hyperalimentation <1200mL,hyperalimentation <1200mL,13738
SJH hyperalimentation >2200mL,hyperalimentation >2200mL,8387
SMOFlipid 20% 100 mL (Neonate),fat emulsion 20% (SMOFlipid),65
SMX-TMP 800 mg-160 mg/20 mL suspension,sulfamethoxazole-trimethoprim,1
SUMAtriptan 6mg/0.5mL inj,SUMAtriptan succinate,3
SUfentanil 100 mcg/2 mL inj,SUfentanil,38
SUfentanil 250 mcg/5 mL inj,SUfentanil,3
SUfentanil 50 mcg/1 mL inj,SUFentanil,8
Sargramustim 250 mcg inj,sargramostim,5
Scopolamine 0.4 mg/ 1 mL inj,scopolamine,12
Scopolamine patch,scopolamine,1499
Secretin 16mcg synthetic human,secretin,14
Selenium 400 mcg/10 mL inj,Selenious acid,12
Selenium 600 mcg/10 mL inj,Selenious acid,1786
Sildenafil 10 mg/12.5 mL inj.,sildenafil,877
Siltuximab 400 mg inj,siltuximab,2
Sincalide 5 mcg inj,sincalide,3
Sirolimus 0.5 mg tab,sirolimus,1
Sodium  Bicarb. 0.5mEq/1mL neonate syringe,sod. bicarbonate in syringe,2
Sodium  Bicarbonate 0.25mEq/1mL neonate syringe,sod bicarbonate in syringe,6
Sodium  Bicarbonate 0.5meq/mL neonate syringe,sod bicarbonate,11
Sodium  Bicarbonate 2.5 mEq/5mL inj,sod bicarbonate inj,15
Sodium  Bicarbonate 5 mEq/10mL syringe,sod bicarbonate inj,36
Sodium Acetate 2 mEq/mL 20 mL inj,sodium acetate,608
Sodium Acetate 2 mEq/mL inj,sodium acetate,6119
Sodium Bicarb 10 mEq/10 mL  inj,sodium bicarbonate,188
Sodium Bicarb 50 mEq/50 mL  vial,sodium bicarbonate,240162
Sodium Bicarb 50 mEq/50 mL ADD,sodium bicarbonate,28571
Sodium Bicarb 50 mEq/50 mL vial CMPD,sodium bicarbonate,980
Sodium Bicarb 50 mEq/50mL syringe,sodium bicarbonate,170249
Sodium Bicarbonate 650 mg tab,sodium bicarbonate,1
Sodium Chloride 0.9% (50mL vial) for Remodulin,ns 50mL vial,4
Sodium Chloride 0.9% 5mL Flush syr. (neonate),sodium chloride flush,43
Sodium Chloride 3% 4mL inhalation soln.,sodium chloride 3%,1
Sodium Glycerophosphate 20mmol/20mL inj,sodium glycerophosphate,9183
Sodium Phosphat 3 mm/mL 50 mL inj,sodium phosphate,32465
Sodium Phosphate 3mmol/ml  15 mL inj,sodium phosphate,7914
Sodium Tetradecyl sulfate 1% inj,sodium tetradecyl sulfate,1
Sodium Tetradecyl sulfate 3% inj,sodium tetradecyl 3%,1
Sodium Thiosulfate 25% 50 mL inj,sodium thiosulfate 25%,832
Sodium benzoate-Sodium phenylacetate 10%,sod.benzoate-sod.phenylacetate,56
Standard PAL Line IV fluid,Standard PAL Line fluid,167
Standard UAC Line IV fluid,Standard UAC Line fluid,153
Standard UVC Line IV fluid,Standard UVC Line fluid,101
Sterile/Free Water flush,"water, sterile/free flush",1
Streptomycin 1 gm inj,streptomycin,16
Streptozocin 1gm inj,streptozocin,4
Succinylcholine 20 mg/mL OR syringe,succinylcholine,1
Succinylcholine 200 mg/10 mL inj,succinylcholine,2193
Succinylcholine 200 mg/10 ml syringe (EUOSH),succinylcholine,1
Succinylcholine 200mg syr for pyxis,succinylchloline,6
Succinylcholine 20mg/mL 10mL syringe,succinylcholine,20
Succinylcholine 20mg/mL 5mL syringe,succinylcholine,3
Succinylcholine 20mg/ml 10ml OR syringe,succinylcholine,11
Succinylcholine 60 mg/3 mL syringe,succinylcholine,1
Sugammadex 200 mg/2mL inj,sugammadex,52
Sugammadex 500 mg/5mL inj,sugammadex,29
Sulfamethoxazole-Trimethoprim 80mg-16  mg/mL 10mL inj,sulfamethoxazole-trimethoprim,4178
Sulfamethoxazole-Trimethoprim 80mg-16 mg/mL inj,sulfamethoxazole-trimethoprim,4343
"Syringe, chemo","Syringe, chemo",42
TACRolimus 0.5 mg cap,TACRolimus,61
TACRolimus 1 mg cap,TACRolimus,7
TACRolimus 5mg inj,TACRolimus,21146
TBO-filgrastim 300 mcg/0.5 mL inj,TBO-filgrastim,2
TIGEcycline 50 mg inj,TIGEcycline,3190
TOPOtecan 4 mg/ 4 mL inj,TOPOtecan,19
Tamsulosin 0.4  mg cap,tamsulosin,1
Telavancin 250 mg inj,telavancin,144
Telavancin 750 mg inj,telavancin,33
Temsirolimus 25 mg/mL inj.,temsirolimus,1
Terbutaline 1 mg/1 mL inj,terbutaline,16
"Tetanus/Diphtheria/Pertussis, Acel (Tdap) 0.5 mL","tetanus/diphtheria/pertussis, acel (Tdap)",1
Tetanus/Dipth. Tox. Adsb. 0.5 ml inj,Tetanus/Diptheria toxoid,10
Tetracaine 1% 2mL inj,tetracaine 1%,1
Thiamine 100 mg/ml 2mL inj,thiamine,174096
Thiamine 100 mg/ml 2mL inj FOR COMPOUNDING USE,thiamine,56650
Thiotepa 15 mg inj,thiotepa,80
Thrombin 5000 unit recombinant powder,thrombin,2
Ticagrelor 90 mg tab,ticagrelor,316
Ticar/Clav 3.1 IVPB,ticarcillin-clavulanate/ns,110
Tirofiban 50 mcg/ mL 250 mL Drip*,tirofiban/ns,143
Tobramycin 1.2gm/30ml Bulk Vial,tobramycin,3272
Tobramycin 80 mg/ 100 mL NS,tobramycin,18
Tobramycin 80 mg/2 mL inj,tobramycin,4054
Tobramycin Intermittent Dosing by Pharmacist,tobramycin intermittent dosing,1
Tocilizumab 200 mg/10mL inj,tocilizumab,124
Tocilizumab 400 mg/20mL inj,tocilizumab,376
Tolterodine 2 mg tab,tolterodine,1
Tolterodine LA 4 mg cap,tolterodine LA,1
Topiramate 100 mg tab,topiramate,1
TraMADOL 50 mg tab,traMADOL,1
Trabectedin 1mg inj.,trabectedin,75
Trace Elements 10 mL inj,trace elements,124
Tranexamic acid 100 mg/mL inj,tranexamic acid,7479
Tranexamic acid 1000 mg/NS 100mL,tranexamic acid,375
Tranexamic acid 2gm bolus dose,tranexamic acid,77
Tranexamic acid 650 mg tab,tranexamic acid,51
Trastuzumab 150 mg inj,trastuzumab,9
Trastuzumab 440 mg inj,trastuzumab,12
Trepostinil 5 mg/mL 20mL inj,treprostinil,106
Treprostinil 1 mg/mL 20mL inj,treprostinil,28
Treprostinil 10 mg/mL 20mL,treprostinil,29
Treprostinil 2.5 mg/mL 20mL,treprostinil,103
Treprostinil 20mg/20mL inj,trepostinil,80
Treprostinil 20mg/20mL inj,treprostinil,9
Tri-sodium Citrate,sod. citrate-citric acid,15
Triamcinolone acet  40 mg/ 1 mL inj,triamcinolone,1
Trimethobenzamide 200 mg/2 mL inj,trimethobenzamide,1
Trisodium citrate solution,anticoag. sodium citrate,1
Tromethamine 500 mL  Btl,tromethamine,4418
Ustekinumab 130mg/26mL inj,ustekinumab,14
Valproate 250mg/5mL Liq,valproate,3
Valproate Sodium 500 mg/ 5 mL inj,valproate,21497
Vancomycin 125 mg cap,vancomycin,1
Vancomycin 1250mg/ NS 250mL IVPB,vancomycin/ns,17506
Vancomycin 1250mg/NS 250mL IVPB,vancomycin/ns,105411
Vancomycin 1500mg/500ml NS ivpb,vancomycin in ns,39672
Vancomycin 1500mg/NS ivpb (EUOSH ONLY),vancomycin in ns,68672
Vancomycin 1750mg/NS 500ml IVPB,vancomycin in ns,8435
Vancomycin 1gm inj,vancomycin,58757
Vancomycin 1gm/ 200mL Iso-Dex IVPB,vancomycin in D5W,65538
Vancomycin 1gm/NS 250mL IVPB,vancomycin in NS,10367
Vancomycin 1gm/NS 250ml  IVPB,vancomycin in ns,95228
Vancomycin 250 mg/5 mL oral soln.,vancomycin,5
Vancomycin 500 mg inj,vancomycin,5174
Vancomycin 500 mg/100ml - Iso-Dex,vancomycin in iso-dex,2872
Vancomycin 500 mg/NS 100ml ivpb,vancomycin/ns,9565
Vancomycin 500mg (10gm vial),vancomycin,87110
Vancomycin 500mg in NS 500mL enema,vancomycin enema,2
Vancomycin 5mg/mL/NS neonate syringe,vancomycin in NS syringe,579
Vancomycin 750 mg inj.,vancomycin,16727
Vancomycin 750 mg/150 mL,vancomycin,2680
Vancomycin 750 mg/150 mL Iso-Dex,vancomycin in iso-dex,44581
Vancomycin Intermittent Dosing by Pharmacist,vancomycin intermittent dosing,1
Vancomycin Intermittent Dosing by Pharmacist,vancomycin pulse dosing,2
Vasopressin 20 unit/ml 10ml inj,vasopressin,50924
Vasopressin 20 units/ 1 mL (Vasostrict),vasopressin,893643
Vasopressin 20 units/ 1 mL inj,vasopressin,30960
Vasopressin/Placebo for study,vasopressin/placebo (P#IDS22),6
Vecuronium 10 mg inj,vecuronium,18341
Vecuronium 1mg/mL 10mL syringe,vecuronium,17
Vecuronium 1mg/mL neonate syringe,vecuronium in NS syringe,21
Vecuronium 20 mg inj,vecuronium,13
Vedolizumab 300 mg inj.,vedolizumab,17
Verapamil 300 mcg/3 mL syringe CATH LAB,verapamil 300 mcg/3 mL,250
Verapamil 300 mcg/3 mL syringe CATH LAB,verapamil 5 mg/50 mL,34
Verapamil 5 mg/2 mL inj,verapamil,2098
VinBLAStine 10 mg/10 mL inj,vinBLAStine,37
VinCRIStine 1 mg/mL inj,vinCRIStine,5953
VinORELBine 10 mg/1 mL inj,vinORELBine,71
Vincristine 2 mg/ 2mL inj,vincristine,978
Visipaque 320 mg 200 mL btl,iodixanol,1
Voriconazole 200 mg inj,voriconazole,4580
Voriconazole 200 mg tab,voriconazole,1
Voriconazole 50mg tab,voriconazole,5
"Water, Sterile 100  mL bag","water, sterile",95
"Water, Sterile 1000 mL IV bag","water, sterile bag",75232
"Water, Sterile 2 Liter bag","water, sterile",51
"Water, Sterile 20 mL inj","water, sterile",60
"Water, Sterile 50 mL inj","water, sterile",15979
"Water, Sterile Irrig 1500 mL","water, sterile irrig",3
"Water,St. 1000 mL  irrigation btl","water, sterile irr btl",1
"Water,Sterile 10 mL inj","water, sterile",15
Zidovudine 200mg inj,zidovudine,813
Zidovudine 4mg/mL/D5W neonate syringe,zidovudine in D5W syringe,14
Zinc Sulfate 5 mg/mL inj,zinc sulfate,6116
Zinc Trace Element 10 mg/10 mL inj,zinc,1592
Zinecard 500 mg inj cardio tox,dexrazoxane,22
Ziprasidone 20 mg/ 1 mL inj,ziprasidone,13
Zoledronic 4 mg inj,zoledronic acid,925
Zoledronic 4 mg/NS 100mL,zoledronic acid in ns,30
Zoledronic acid 4 mg/100 mL premix IVPB,zoledronic acid,408
Zoledronic acid 5 mg/100 mL IVPB,zoledronic acid,8
acetaminophen 10 mg/mL neonate IVPB syringe,acetaminophen IVPB syringe,6
acetaminophen-codeine 300 mg-15 mg tab,acetaminophen-codeine,1
adenosine 200 mcg/20 mL syringe  CATH LAB ONLY,adenosine syringe CATH LAB ONLY,5
adenosine 90 mg/90 mL NS CATH LAB,adenosine,401
albuterol 2.5 mg/ 0.5 ml neb,albuterol,3
albuterol 2.5 mg/0.5mL neb,albuterol,2
albuterol 2.5 mg/3 mL neb,albuterol 0.083%,2
alteplase 2 mg inj Syringe,alteplase,1660
alteplase STEMI bolus inj,alteplase,3
alteplase inj for bolus,alteplase,325
alteplase per 10 mg,alteplase,1817
alteplase per 12.5mg ADD,alteplase,13635
amiodarone 500 mg/250 mL CATH LAB,amiodarone,27
amphotericin B lock soln. 2.5mg/ml 2ml syr.,amphotericin B lock soln.,4
anti-inhibitor coagulant complex 1000 units,anti-inhibitor coagulant complex,114
anti-inhibitor coagulant complex 2500 units,anti-inhibitor coagulant complex,570
anti-inhibitor coagulant complex 50 units,anti-inhibitor coagulant complex,36
anti-inhibitor coagulant complex 50 units inj,anti-inhibitor coagulant complex,439
antihemophilic factor 8 recombinant 1000 units,factor 8,194
antihemophilic factor 8 recombinant 1000 units,factor 8 (Kogenate),67
antihemophilic factor 8 recombinant 1000 units inj,antihemophilic factor 8,101
antihemophilic factor 8 recombinant 2000 units,factor 8,388
antihemophilic factor 8 recombinant 2000 units,factor 8 (Kogenate),84
antihemophilic factor 8 recombinant 250 units,factor 8,5
antihemophilic factor 8 recombinant 3000 units,factor 8,61
antihemophilic factor 8 recombinant 3000 units,factor 8 (Kogenate),86
antihemophilic factor 8 recombinant 500 units,factor 8,59
antihemophilic factor 8 recombinant 500 units,factor 8 (Kogenate),3
antihemophilic factor-von Willebrand 500 units,antihemophilic F8-von Willebrand,10
antihemophilic factor-von Willebrand 500 units (HUMATE P),antihemoph F8-vonWill HUMATE P,2
antihemophilic factor-von Willebrand 500 units (HUMATE P),antihemophilic F8-von Willebrand,1
antihemophilic factor-von Willebrand factor (WILATE) 1000U,antihemoph-vonwillebrand (WILATE),137
antihemophilic factor-von Willebrand factor (WILATE) 500U,antihemoph-vonwille WILATE,7
antihemophilic factor-von Willebrand factor 1000 units,antihemophilic F8-von Willebrand,46
antihemophilic factor-von Willebrand factor 1000 units (HUMATE P),antihemoph F8-vonWill HUMATE P,19
antihemophilic factor-von Willebrand factor 1000 units (HUMATE P),antihemophilic F8-von Willebrand,57
antihemophilic factor-von Willebrand factor 1600 units,antihemophilic F8-von Willebrand,48
antihemophilic factor-von Willebrand factor 1600 units (HUMATE P),antihemoph F8-vonWill HUMATE P,2
antihemophilic factor-von Willebrand factor 1600 units (HUMATE P),antihemophilic F8-von Willebrand,1
antihemophilic factor-von Willebrand factor 2400 units,antihemophilic factor-von Willebrand factor,8
aprepitant 130 mg inj,aprepitant,2260
arsenic trioxide 1 mg/mL 10 mL inj,arsenic trioxide,941
arsenic trioxide 2 mg/mL injection,arsenic trioxide,230
artesunate 110 mg IV inj,artesunate,7
atropine-diphenoxylate 5 mg/10 mL UD liq,atropine-diphenoxylate,1
aztreonam 1 gm inj,aztreonam,2902
aztreonam 2 gm inj,aztreonam,4321
bendamustine 45 mg/0.5mL inj,bendamustine,5
bevacizumab-awwb 100mg/4mL inj,bevacizumab-awwb(MVASI),1
bevacizumab-awwb 400mg/16mL inj,bevacizumab-awwb(MVASI),1
