formulary_name,med_name_generic,med_action_dose_unit
MetoPROLOL Succinate XL 50 mg tab,metoPROLOL Succinate  XL,Not Recorded
MetoPROLOL Succinate XL 50 mg tab,metoPROLOL XL,Not Recorded
MetoPROLOL Tartrate 50 mg tab,metoPROLOL,Not Recorded
MetoPROLOL tartrate 25 mg tab,metoPROLOL,Not Recorded
MetoPROLOL tartrate 25 mg tab,metoPROLOL Tartrate,Not Recorded
MetroNIDAZOLE tab(s) for wound care,metroNIDAZOLE,Not Recorded
Metronidazole 500 mg tab,metronidazole,Not Recorded
Metronidazole 500 mg/NS 100 mL,metronidazole / NS,Not Recorded
Metronidazole 5mg/mL/NS neonate syringe,metronidazole in NS syringe,Not Recorded
Micafungin 100 mg inj,micafungin,Not Recorded
Micafungin 50 mg inj,micafungin,Not Recorded
Micafungin 5mg/mL 2mL lock soln.,micafungin lock soln.,Not Recorded
Midazolam 10 mg/5mL syrup,midazolam,Not Recorded
Midazolam 1mg/mL inj 5 mL,midazolam,Not Recorded
Midazolam 2mg/2mL inj,midazolam,Not Recorded
Midazolam 5 mg/mL inj 10 mL,midazolam,Not Recorded
Milrinone 10 mg/10 mL inj,milrinone,Not Recorded
Milrinone 20 mg/20 mL inj,milrinone,Microgram/Kilogram/Minute
Minocycline 100 mg inj,minocycline,Not Recorded
Misoprostol 100 mcg tab,misoprostol,Not Recorded
Misoprostol 200 mcg tab,misoprostol,Not Recorded
Misoprostol 25 mcg tab,misoprostol,Not Recorded
MitoMYCIN 20 mg inj,mitoMYCIN,Not Recorded
MitoXANTRONE 20mg/10 mL inj,mitoXANTRONE,Not Recorded
MitoXANTRONE 25mg/12.5mL inj,mitoXANTRONE,Not Recorded
Morphine 1 mg/mL neonate syringe,morphine in syringe,Not Recorded
Morphine 10 mg/ 1 mL PF inj,morphine,Not Recorded
Morphine 10 mg/1 mL inj vial,morphine,Not Recorded
Morphine 10 mg/5 mL liq,morphine,Not Recorded
Morphine 10 mg/mL inj 10 mL vial,morphine,Not Recorded
Morphine 15 mg/ 1 ml inj,morphine,Milligram/Hour
Morphine 15mg/mL 20 mL inj,morphine,Not Recorded
Morphine 2 mg/ 1 mL inj,morphine,Not Recorded
Morphine 2 mg/mL inj for Neonate study only,morphine,Not Recorded
Morphine 2mg/mL oral liq,morphine,Not Recorded
Morphine 4 mg/ 1 mL inj,morphine,Not Recorded
Morphine 5 mg/1 mL inj,morphine,Not Recorded
Morphine 8 mg/1 mL inj,morphine sulfate,Not Recorded
Morphine PCA 1mg/ml 50 mLSyr.,morphine PCA 1mg/ml 50mL Syr.,Not Recorded
Morphine PCA 50 mg/50 mL,morphine PCA,Not Recorded
Morphine PCA/NCA 50 mg/50 mL,morphine PCA,Not Recorded
Morphine PCA/NCA 50 mg/50 mL,morphine PCA/NCA,Not Recorded
Morphine-PF 10 mg/10 mL inj,morphine pf,Not Recorded
Morphine-PF 200 mg/20 mL inj,morphine,Not Recorded
Morphine-PF 5 mg/10 mL inj,morphine,Not Recorded
Moxifloxacin 400 mg/250 mL NS IVPB,moxifloxacin in ns,Not Recorded
Multivitamin Pediatric 5 mL inj,multiple vitamins,Not Recorded
Mycophenolate 250 mg cap,mycophenolate,Not Recorded
Mycophenolate 500 mg inj,mycophenolate,Not Recorded
Mycophenolate 500 mg tab,mycophenolate,Not Recorded
Mycophenolate 500 mg/2.5mL oral susp (UD cup),mycophenolate,Not Recorded
NACL  0.45% 100 ml bag,nacl 0.45%,Not Recorded
NACL  0.45% 50 mL IV bag,nacl 0.45%,Not Recorded
NACL 0.45% +20 mEq KCl 1000 mL,nacl 0.45% + kcl,Not Recorded
NACL 0.45% 1000 mL IV bag,nacl 0.45%,Not Recorded
NACL 0.45% 250 mL IV bag,nacl 0.45%,Not Recorded
NACL 0.45% 500 mL IV bag,nacl 0.45%,Not Recorded
NACL 2.5 mEq/ mL 40mL inj,NACL 2.5 mEq/mL,Not Recorded
NACL 800mEq/200mL 23.4% inj,nacl 23.4%,Not Recorded
NICU 10% Starter TPN,NICU 10% Starter TPN,Not Recorded
NICU Starter TPN,NICU Starter TPN,Not Recorded
NOREPInephrine 16mcg/mL OR syringe,NOREPInephrine,Not Recorded
NOREPInephrine 4mcg/mL OR syringe (40mcg),NOREPInephrine,Not Recorded
NOREPInephrine 4mg/4mL inj,NOREPInephrine,Microgram/Kilogram/Minute
NS 100 mL IV bag,nacl 0.9%,Not Recorded
NS 100 mL IV bag for chemo,nacl 0.9%,Not Recorded
NS 1000 mL (Polyolefin) for chemo,ns (polyolefin),Not Recorded
NS 1000 mL IV bag,NS,Not Recorded
NS 1000 mL IV bag for chemo,ns,Not Recorded
NS 1000 mL btl for manufacturing,ns,Not Recorded
NS 1000 mL irrigation  btl,ns irrigation btl,Not Recorded
NS 100mL (polyolefin),nacl 0.9% (polyolefin),Not Recorded
NS 10mL flush syr,saline flush,Not Recorded
NS 10ml PF vial,ns pf,Not Recorded
NS 150 mL IV bag,nacl 0.9%,Not Recorded
NS 150 mL IV bag for chemo,nacl 0.9%,Not Recorded
NS 2000 mL Irrigation bag,nacl 0.9%,Not Recorded
NS 250 mL IV bag,nacl 0.9%,Not Recorded
NS 250 mL IV bag for IV Set,nacl 0.9%,Not Recorded
NS 250 mL IV bag for chemo,nacl 0.9%,Not Recorded
NS 250 mL IV btl,nacl 0.9% bottle,Not Recorded
NS 250 mL IV btl for chemo,nacl 0.9%,Not Recorded
NS 250 mL Prime bag for Chemo,nacl 0.9%,Not Recorded
NS 250mL (Polyolefin),nacl 0.9% (polyolefin),Not Recorded
NS 250mL (Polyolefin) for chemo,nacl 0.9% (polyolefin),Not Recorded
NS 250mL bag for narc drip,nacl 0.9%,Not Recorded
NS 30 mL Bacteriostatic inj,sodium chloride bacteriostatic,Not Recorded
NS 3000 mL Irrigation bag,ns irrigation,Not Recorded
NS 3mL flush,saline flush,Not Recorded
NS 50 mL IV bag,nacl 0.9%,Not Recorded
NS 50 mL IV bag for chemo,nacl 0.9%,Not Recorded
NS 500 mL IV bag,nacl 0.9%,Not Recorded
NS 500 mL IVPB,nacl 0.9%,Not Recorded
NS 500 mL irrigation btl,nacl 0.9%,Not Recorded
NS 500mL (Polyolefin),nacl 0.9% (polyolefin),Not Recorded
NS 500mL (Polyolefin) for chemo,nacl 0.9% (polyolefin),Not Recorded
NS 500mL IV bag for chemo,nacl 0.9%,Not Recorded
NS Continuous Bladder Irrigation 3000mL,NS Bladder Irrigation,Not Recorded
NS PCA,nacl 0.9%,Not Recorded
NS inj (Preservative Free),ns pf,Not Recorded
NS inj (Preservative Free),ns pf.,Not Recorded
NS+20 mEq KCl 1000 mL IV bag,ns + kcl,Not Recorded
NS+40 mEq KCl 1000 mL,ns + kcl,Not Recorded
NTG 0.3 mg=1/200Gr SL tab,nitroglycerin,Not Recorded
NTG 0.4 mg=1/150Gr SL tab,nitroglycerin,Not Recorded
NTG Aerosol Spray,nitroglycerin,Not Recorded
NaCl conc 23.4% (4meq/mL) for compounding,na chloride conc(23.4%),Not Recorded
NaCl conc 23.4% 5mL syr,na chloride conc(23.4%),Not Recorded
NaCl conc 23.4% 5mL syr (Dialysis),na chloride conc(23.4%),Not Recorded
Nafcillin 0.01mg/mL for Desensitization,nafcillin/ns for desensitization,Not Recorded
Nafcillin 0.1mg/mL for Desensitization,nafcillin/ns for desensitization,Not Recorded
Nafcillin 10 gm inj,nafcillin,Not Recorded
Nafcillin 10mg/mL for Desensitization,nafcillin/ns for desensitization,Not Recorded
Nafcillin 1gm inj,nafcillin,Not Recorded
Nafcillin 1gm/50 mL Iso-Dex,nafcillin in Iso-Dex,Not Recorded
Nafcillin 1gm/50mL NS,nafcillin/ns,Not Recorded
Nafcillin 20mg/mL neonate syringe,nafcillin/ns in syringe,Not Recorded
Nafcillin 2gm Desensitization Rx Protocol- initiate,Nafcillin 2gm Desensitization Rx Protocol- initiate,Not Recorded
Nafcillin 2gm inj,nafcillin,Not Recorded
Nafcillin 2gm/100 mL Iso-Dex,nafcillin in Iso-Dex,Not Recorded
Nafcillin 2gm/100mL NS IVPB,nafcillin/ns,Not Recorded
Nafcillin 50mg/mL for Desensitization,nafcillin/ns for desensitization,Not Recorded
Nalbuphine 10 mg/1 mL inj,nalbuphine,Not Recorded
Nalbuphine 20 mg/1 mL inj,nalbuphine,Not Recorded
Naloxone (HIGH CONCENTRATION)  2 mg/2 mL syringe,naloxone,Not Recorded
Naloxone 0.4 mg/ 1 mL inj,naloxone,Not Recorded
Nelarabine 250 mg/ 50mL inj,nelarabine,Not Recorded
Neonatal TPN,Neonatal TPN,Not Recorded
Neonate Hyperalimentation,Hyperalimentation neonate,Not Recorded
Neonate Starter Hyperal 250mL,neonate starter hyperal,Not Recorded
Neostigmine 1 mg/mL 10 mL inj,neostigmine,Not Recorded
Neostigmine 1 mg/mL inj,neostigmine,Not Recorded
Neostigmine 3mg/3mL inj,neostigmine,Not Recorded
Neostigmine 3mg/3mL inj,neostimine,Not Recorded
Neostigmine 5mg/5mL Syr for Pyxis,neostigmine,Not Recorded
NiCARdipine 100mcg/mL 10 mL-OR syringe,niCARdipine,Not Recorded
NiCARdipine 25mg/10mL inj,niCARdipine,Milligram/Hour
NiCARdipine 30 mg cap,niCARdipine,Not Recorded
Nicardipine 1.25mg/6.25mL ECT syringe,nicardipine syringe,Not Recorded
Nitroglycerin 100mcg/mL for Cath Lab,nitroglycerin,Not Recorded
Nitroglycerin 2% Oint 1 gm,nitroglycerin 2% 1 gm,Not Recorded
Nitroglycerin 200mcg/mL 10mL OR syringe,nitroglycerin,Not Recorded
Nitroglycerin 25 mg/5 mL inj,nitroglycerin,Not Recorded
Nitroglycerin 50 mg/ 10 mL inj,nitroglycerin,Not Recorded
Nitroglycerin 50mcg/mL 10mL OR syringe,nitroglycerin,Not Recorded
Nitroprusside 50 mg/ 2 mL inj,nitroprusside,Not Recorded
Normosol-R Ph 7.4 1000mL bag,electrolytes,Not Recorded
Not Recorded,Not Recorded,Micrograms/Minute
OXALIplatin 100mg inj,OXALIplatin,Not Recorded
OXALIplatin 50 mg inj,OXALIplatin,Not Recorded
Octreotide  100 mcg/1mL inj,octreotide,Not Recorded
Octreotide  500  mcg/1 mL  inj,octreotide,Not Recorded
Octreotide  500  mcg/1 mL  inj ADD,octreotide add,Not Recorded
Octreotide 1 mg/mL 5 mL inj,octreotide,Not Recorded
Octreotide 10 mcg/mL neonate syringe,octreotide,Not Recorded
Octreotide 100 mcg/0.2 mL syringe,octreotide,Not Recorded
Octreotide 20 mg/5 mL LAR inj,octreotide,Not Recorded
Octreotide 30 mg LAR Kit,octreotide,Not Recorded
Olanzapine 10 mg IM,olanzapine,Not Recorded
Ondansetron 4 mg ODT,ondansetron ODT,Not Recorded
Ondansetron 4 mg tab,ondansetron,Not Recorded
Ondansetron 4 mg/2 mL inj,ondansetron,Not Recorded
Ondansetron 40 mg/20 mL inj (MDV),ondansetron,Not Recorded
Ondansetron 8 mg tab,ondansetron,Not Recorded
Ondansetron 8mg/NS IVPB,ondansetron/ns,Not Recorded
Ophth. Lubricant (Refresh P.M.) 3.5 gm,ophthalmic lubricant,Not Recorded
Oxacillin 1000mg inj,oxacillin,Not Recorded
Oxacillin 40mg/mL/NS neonate syringe,oxacillin in NS syringe,Not Recorded
Oxymetazoline 0.05% nasal spray 15 mL,oxymetazoline 0.05%,Not Recorded
Oxytocin 10 units/ 1 mL inj,oxytocin,Not Recorded
Oxytocin 10 units/mL inj 10mL,oxytocin,Not Recorded
Oxytocin 15 unit(s)/NS 250mL (Induction),oxytocin/ns,Not Recorded
Oxytocin 20 unit(s)/LR 1000mL (Infusion),oxytocin/LR,Not Recorded
Oxytocin 20 units/1000 mL NS for infusion,oxytocin in NS,Not Recorded
Oxytocin 20 units/500mL (Infusion),oxytocin infusion,Not Recorded
Oxytocin 20 units/500mL (Infusion),oxytocin/LR,Not Recorded
Oxytocin 30 units/NS 500 mL,oxytocin/NS,Not Recorded
P.D. 1.5% 1000mL bag,p.d.soln 1.5%,Not Recorded
PACLItaxel 30 mg/5 mL inj,PACLItaxel,Not Recorded
PACLItaxel 300 mg/50 mL inj,PACLItaxel,Not Recorded
PACLItaxel 6 mg/mL inj,PACLItaxel,Not Recorded
PACLItaxel Protein-Bound 100mg inj,PACLItaxel protein-bound,Not Recorded
PCA IV Syringe,PCA IV Syringe,Not Recorded
PCA Reservoir & Syringe Volume Confirm,PCA Reservoir & Syringe Volume Confirm,Not Recorded
"PCN G Ben 300,000 unit(s)/1 mL inj",penicillin g benzathine,Not Recorded
PCN G Benzathine  1.2 mu/2 mL inj,penicillin g benzathine,Not Recorded
"PCN-G Procan 600,000 units/1 mL inj",penicillin g procaine,Not Recorded
PD Low Cal Ultra 1.5% 2 Liter,pd low cal 1.5% 2L,Not Recorded
PEMEtrexED 500 mg inj,PEMEtrexED,Not Recorded
PEMEtrexED 500 mg inj,pemetrexed,Not Recorded
PHENYLephrine 0.25% 30mL nsl spray,PHENYLephrine 0.25% nas spray,Not Recorded
PHENYLephrine 0.25% nsl spray 15 mL,PHENYLephrine nasal 0.25% spray,Not Recorded
PHENYLephrine 0.5% nasal spray 15mL,PHENYLephrine 0.5%,Not Recorded
PHENYLephrine 1% nasal spray 15 mL,PHENYLephrine 1%,Not Recorded
PHENYLephrine 10 mg/ 1 mL inj,PHENYLephrine,Not Recorded
PHENYLephrine 1mg/10mL (1000mcg) inj,PHENYLephrine,Not Recorded
PHENYLephrine 1mg/10mL (1000mcg) ns syringe OR,PHENYLephrine,Not Recorded
PHENYLephrine 50 mg/ 5 mL inj,PHENYLephrine,Not Recorded
PHENYLephrine 500mcg/mL 20mL syringe (I-cavernous),phenylephrine,Not Recorded
PRMX Alteplase 25 mg ADD for LVAD,alteplase,Milligram/Hour
PRMX Argatroban 125mg/ 125 mL vial,argatroban,Not Recorded
PRMX Bivalirudin 250 mg inj,PRMX bivalirudin,Milligram/Kilogram/Hour
PRMX Bivalirudin 250 mg inj,bivalirudin,Not Recorded
PRMX DOBUTamine 1gm/D5W 250 mL (dbl),DOBUTamine-d5w,Microgram/Kilogram/Minute
PRMX DOBUTamine 250mg/D5W 250 mL,DOBUTamine-d5w,Microgram/Kilogram/Minute
PRMX DOBUTamine 500 mg Drip Std*,DOBUTamine/d5w,Microgram/Kilogram/Minute
PRMX DOBUTamine 50mg/NS 50ml,DOBUTamine in ns,Not Recorded
PRMX DOPamine 400 mg Drip std*,DOPamine/d5w,Not Recorded
PRMX DOPamine 800 mg/250 mL Drip DBL,DOPamine - d5w,Microgram/Kilogram/Minute
PRMX EPInephrine 2mg/D5W drip std*,EPInephrine in d5w,Not Recorded
PRMX EPInephrine 4mg/D5W drip std*,EPInephrine in d5w,Microgram/Kilogram/Minute
PRMX EPInephrine 4mg/NS drip,EPInephrine in ns,Microgram/Kilogram/Minute
PRMX Eptifibatide 200 mg/100 mL Drip,eptifibatide/water,Not Recorded
PRMX Esmolol 2.5gm/250 mL Drip std*,esmolol,Microgram/Kilogram/Minute
"PRMX Fentanyl  2,500 mcg / 50 mL Premix Drip",fentanyl citrate,Not Recorded
PRMX Fentanyl  5000 mcg / 100 mL Premix Drip Double,fentaNYL,Not Recorded
"PRMX HePARIN 25,000 units/250 mL Premix std*",hePARIN premix,Not Recorded
PRMX Hydromorphone 20 mg/NS Drip,HYDROmorphone PF,Not Recorded
PRMX Hydromorphone 20 mg/NS Drip,HYDROmorphone in ns,Not Recorded
PRMX Insulin Reg Hum.,insulin reg human premix,Not Recorded
PRMX Insulin Reg Hum. 100 units/100ml,insulin reg human premix,U/Hr
PRMX Insulin Reg Human 250units Drip std* (OR charging),insulin reg human in ns,Not Recorded
PRMX Lidocaine 2 gm/250 mL D5W Drip std*,lidocaine in d5w,Not Recorded
PRMX Midazolam 100mg Drip Std*,midazolam in ns,Not Recorded
PRMX Milrinone 20mg/100mL D5W drip,PRMX milrinone in d5w,Not Recorded
PRMX Milrinone 40 mg Drip std*,milrinone/d5w,Not Recorded
PRMX NOREPInephrine 4 mg/250 mL NS Drip,NOREPInephrine NS premix drip,Not Recorded
PRMX NOREPInephrine 4mg/250ml D5W Drip,NOREPInephrine in d5w,Microgram/Kilogram/Minute
PRMX NiCARdipine 40 mg/200mL NS  Drip std*,niCARdipine/NS,Milligram/Hour
PRMX Nitroglycerin 50 mg Drip std*,nitroglycerin/d5w,Micrograms/Minute
PRMX PHENYLephrine 25mg/D5W drip,PHENYLephrine in d5w,Microgram/Kilogram/Minute
PRMX PHENYLephrine 25mg/NS drip std*,PHENYLephrine in ns,Microgram/Kilogram/Minute
PRMX Propofol 1000 mg/100 mL std*,propofol,Microgram/Kilogram/Minute
PRMX Propofol 500 mg/ 50 mL bottle,propofol,Not Recorded
PRMX Tirofiban 12.5 mg/250 mL Drip,tirofiban in ns,Microgram/Kilogram/Minute
PRMX Tirofiban 5 mg/100 mL Drip,tirofiban in ns,Microgram/Kilogram/Minute
PRMX Vasopressin 40 unit/100mL NS Drip (DBL Volume),vasopressin double volume drip,Unit/Minute
PRMX clevidipine 25 mg/50 mL Drip std*,PRMX clevidipine drip,Milligram/Hour
PRMX dexmedetomidine 400mcg/100ml NS Drip,dexmedetomidine NS premix drip,Microgram/Kilogram/Hour
PRMX diltiazem 100 mg drip,diltiazem,Microgram/Kilogram/Minute
PRMX diltiazem 125 mg drip,diltiazem,Milligram/Hour
PRMX fentaNYL 2500 mcg/250 mL NS,PRMX fentaNYL,Microgram/Kilogram/Hour
PRMX ketamine 400 mg Drip DBL (FOR ICU),ketamine drip,Milligram/Kilogram/Hour
PRMX morphine 100 mg/100 mL NS Drip,morphine,Not Recorded
PRMX sodium bicarbonate 150 mEq D5W 1000 mL,sodium bicarbonate/d5w,Not Recorded
Palifermin 6.25mg (6250 mcg) inj,palifermin,Not Recorded
Palonosetron 250mcg/5mL inj,palonosetron,Not Recorded
Pamidronate 30 mg/10ml  injection,pamidronate,Not Recorded
Pamidronate 90 mg/10 mL inj,pamidronate,Not Recorded
Panitumumab100 mg/5mL inj,panitumumab,Not Recorded
Pantoprazole 40 mg granules,pantoprazole,Not Recorded
Pantoprazole 40 mg inj,pantoprazole,Not Recorded
Pantoprazole 40 mg tab,pantoprazole,Not Recorded
Pantoprazole IV for Invest.study,pantoprazole P#3001k200042,Not Recorded
Paricalcitol 2 mcg/mL inj,paricalcitol,Not Recorded
Paricalcitol 5 mcg/mL inj,paricalcitol,Not Recorded
Pegaspargase 750 units/1mL inj,pegaspargase,Not Recorded
Pembrolizumab 100 mg inj,pembrolizumab,Not Recorded
Penicillin G K 20 million units CMPD,Penicillin G K,Not Recorded
Penicillin G K 5 million unit inj,penicillin g k,Not Recorded
"Penicillin G K 5,000,000 unit(s)/ns IVPB",penicillin g k in ns,Not Recorded
Penicillin G NA 5Mu inj,penicillin g sod.,Not Recorded
Penicillin G Pot. 0.1units/mL for Desensitization,Penicillin G Pot./ns,Not Recorded
Penicillin G Pot. 1000 units/mL for Desensitization,Penicillin G Pot./ns,Not Recorded
Penicillin G Pot. 10units/mL for Desensitization,Penicillin G Pot./ns,Not Recorded
"Penicillin G Pot. 3,000,000 units/50 mL D5W IVPB",Penicillin G Pot.,Not Recorded
"Penicillin G Pot. 3,000,000 units/50 mL D5W IVPB",Penicillin G Pot. D5W,Not Recorded
"Penicillin G Pot. 3,000,000 units/50 mL IVPB",Penicillin G Pot.,Not Recorded
"Penicillin G Pot. 50,000 units/mL for Desensitization",Penicillin G Pot./ns,Not Recorded
Penicillin G Sod. 5 mu/D5W 100mL IVPB,penicillin g sod. in D5W,Not Recorded
Pentamidine 300 mg inj,pentamidine,Not Recorded
Pentobarbital 50 mg/mL 20 mL inj ADD,pentobarbital add,Milligram/Kilogram/Hour
Pentostatin 10 mg inj,pentostatin,Not Recorded
Peramivir 200 mg/20mL inj,peramivir,Not Recorded
Perflutren,perflutren,Not Recorded
Peripheral Parenteral Nutrition,Peripheral Parenteral Nutrition (hyperal),Not Recorded
Peripheral TPN,Peripheral TPN,Not Recorded
Pertuzumab 420 mg inj,pertuzumab,Not Recorded
Phenobarbital 130 mg/1 mL inj,phenobarbital,Not Recorded
Phenobarbital 4 mg/ mL ped. oral syringe,phenobarbital ped liq,Not Recorded
Phenobarbital 65 mg/1 mL inj,PHENobarbital,Not Recorded
Phenobarbital 65mg/mL neonate syringe,PHENobarbital in syringe,Not Recorded
Phentolamine Mesylate 5 mg inj,phentolamine,Not Recorded
Phenylephrine nasal 0.5% soln 15mL,phenylephrine nasal 0.5%,Not Recorded
Phenytoin 100 mg/2 mL inj,phenytoin,Not Recorded
Phenytoin 100 mg/4 mL oral susp,phenytoin,Not Recorded
Phenytoin 250 mg/5 mL inj,phenytoin,Not Recorded
Physostigmine 2 mg/2 mL inj,physostigmine,Not Recorded
Phytonadione 10 mg/1 mL inj,phytonadione,Not Recorded
Phytonadione 5 mg tab,phytonadione,Not Recorded
Phytonadione Ped 1 mg inj,phytonadione ped,Not Recorded
Phytonadione Ped. 1 mg/mL (Vit.K) neonate syringe,phytonadione in ns,Not Recorded
Piperacil/Tazobactam  2.25gm inj,piperacillin-tazobact,Not Recorded
Piperacillin-Tazobactam  4.5 gm inj,piperacillin-tazobactam,Not Recorded
Piperacillin-Tazobactam 3.375 gm/50 mL iso-dex,piperacillin-tazobac in iso-dex,Not Recorded
Piperacillin-Tazobactam 3.375gm inj,piperacillin-tazobact,Not Recorded
Piperacillin-Tazobactam 3.375gm/100 mL NS,piperacillin-tazobac in ns,Not Recorded
Piperacillin-Tazobactam 4.5gm IVPB/NS 100mL,piperacillin-tazobactam in ns,Not Recorded
Piperacillin-tazob 20mg/mL/NS neonate syringe,piperacillin-tazob in NS syringe,Not Recorded
Piperacillin-tazobactam 4.5 gm/iso-dex 100 ml ivpb,piperacillin-tazobact/iso-dex,Not Recorded
Piperacillin/Tazobactam  2.25gm/NS IVPB,piperacillin-tazobact in NS,Not Recorded
Pipracil-Tazobac 3.375gm/50mL NS (for RAD),piperacillin-tazobac in ns,Not Recorded
Plasma-Lyte A 1000 mL bag,plasmalyte a,Not Recorded
Pneumococcal 25 mcg/0.5 mL inj,pneumococcal vaccine  poly,Not Recorded
Polyethylene Glycol pwdr 17gm unit dose,polyethylene glycol,Not Recorded
"Polymyxin B 500,000 unit inj",polymyxin b sulfate,Not Recorded
Posaconazole 100mg tab,posaconazole,Not Recorded
Posaconazole 300mg inj,posaconazole,Not Recorded
Posaconazole 40mg/mL oral susp.,posaconazole,Not Recorded
Potasium Aceta 2 mEq/mL 100 mL inj,potassium acetate,Not Recorded
PotassPhosphate 3mmol/mL 15mL inj,potassium phosphate,Not Recorded
Potassium  Acet 100mEq/50mL inj,potassium acetate,Not Recorded
Potassium Aceta 2 mEq/mL 20 mL inj,potassium acetate,Not Recorded
Potassium Chlor 0.1 meq/ml/NS neonate syringe,potassium chloride in NS syringe,Not Recorded
Potassium Chlor 0.2 meq/ml/NS neonate syringe,potassium chloride in NS syringe,Not Recorded
Potassium Chlor 2 meq/ml 10mL inj,potassium chloride,Not Recorded
Potassium Chloride 10 mEq cap,potassium chloride,Not Recorded
Potassium Chloride 10 mEq tab,potassium chloride,Not Recorded
Potassium Chloride 20 mEq/15 mL liq 473mL BULK,potassium chloride,Not Recorded
"Potassium Chloride 8 mEq cap
",potassium chloride,Not Recorded
Potassium Cl 20meq/NS 500mL ivpb,potassium chloride in NS,Not Recorded
Potassium Cl 30meq/NS 500mL ivpb,potassium chloride in ns,Not Recorded
Potassium Cl 40meq/D5W 500mL (for HF),potassium chloride in d5w,Not Recorded
Potassium Cl 40meq/NS 500mL ivpb,potassium chloride in ns,Not Recorded
Potassium Level Recheck Reminder,potassium level recheck reminder,Not Recorded
Potassium Phos 3 mmol/mL 50 mL inj,potassium phosphate,Not Recorded
Potassium-Phos (K-PhosNeutral) tab,potassium phosphate/sod.phosphate,Not Recorded
Prasugrel 10 mg tab,prasugrel,Not Recorded
Pravastatin 40 mg tab,pravastatin,Not Recorded
PredniSONE 5 mg/5 mL liq 120mL,predniSONE,Not Recorded
Pregabalin 150 mg cap,pregabalin,Not Recorded
Pregabalin 75 mg caps,pregabalin,Not Recorded
Premix Dextrose 5%,Premix D5W,Not Recorded
Premix Diluent,Premix Diluent,Not Recorded
Premix NS,Premix NS,Not Recorded
"Premix Water, Sterile",Premix Sterile Water,Not Recorded
Preop famotidine,famotidine,Not Recorded
PrismaSol B22GK4/0 w/out Calcium soln,prismaSol B22GK4/0,Not Recorded
Prismasate B22GK4/0 w/o Calcium,prismasate b22gk4/0,Not Recorded
Prismasate BK 0/3.5 5L bag,Prismasate BK 0/3.5,Not Recorded
Procainamid 1gm/10 mL inj ADD,procainamide add,Milligrams/Minute
Procainamide 1gm/10 mL inj,procainamide,Not Recorded
Procainamide 1gm/2mL inj,procainamide,Not Recorded
Procainamide 1gm/2mL inj ADD,procainamide add..,Milligrams/Minute
Procainamide 1gm/ns 50mL ivpb for ED use only,procainamide/ns,Not Recorded
Prochlorperazine 10 mg tab,prochlorperazine,Not Recorded
Prochlorperazine 10mg/2mL inj for IV use,prochlorperazine,Not Recorded
Prochlorperazine 5 mg tab,prochlorperazine,Not Recorded
Prolastin 1gm inj,alpha 1 proteinase inhibitor,Not Recorded
Promethazine 12.5 mg supp,promethazine supp,Not Recorded
Promethazine 12.5 mg tab,promethazine tab,Not Recorded
Promethazine 12.5mg IV,promethazine inj,Not Recorded
Promethazine 25 mg supp,promethazine supp,Not Recorded
Promethazine 25 mg tab,promethazine tab,Not Recorded
Promethazine 25 mg/1 mL inj,promethazine inj,Not Recorded
Promethazine 6.25 mg/5 ml 120 mL liq,promethazine,Not Recorded
Propofol 100 mg/ 10 mL Syringe,propofol,Not Recorded
Propofol 200 mg/ 20 mL inj,propofol,Not Recorded
Propofol 500 mg/50 mL syringe,propofol,Not Recorded
Propranolol 1 mg/1 mL inj,propranolol,Not Recorded
ProtAMINE 10 mg/mL 5 mL inj,protAMINE,Not Recorded
ProtAMINE 100mg/50ml IVPB,protamine ivpb,Not Recorded
ProtAMINE 10mg/mL 25mL inj,protAMINE,Not Recorded
Protein C Concentrate Human 1000 units/10 mL,Protein C Concentrate Human,Not Recorded
Prothrombin Complex concentrate (Bebulin),prothrombin complex conc.,Not Recorded
Prothrombin complex (Human) (Kcentra),prothrombin complex,Not Recorded
Pyridostigmine 10 mg/2 mL inj,pyridostigmine,Not Recorded
Pyridostigmine 60 mg/5 mL liq 120mL,pyridostigmine,Not Recorded
Pyridoxine 100 mg/1 mL inj,pyridoxine,Not Recorded
Pyridoxine 100 mg/1mL/NS neonate syringe,pyridoxine in NS syringe,Not Recorded
Pyridoxine 50 mg tab,pyridoxine,Not Recorded
REMIfentanil 1 mg inj,REMIfentanil,Not Recorded
REMIfentanil 1000 mcg inj,REMIfentanil,Not Recorded
REMIfentanil 100mcg/2mL syringe,REMIfentanil,Not Recorded
REMIfentanil 2 mg inj,REMIfentanil,Not Recorded
RHo (D) immune globulin 1500 intl units/1.3 mL solu,RHo (D) immune globulin,Not Recorded
RHo (D) immune globulin 300 mcg (Rhogam IM),RHo (D) immune globulin,Not Recorded
RHo (D) immune globulin 300 mcg/1.3 mL inj,RHo (D) immune globulin,Not Recorded
RHo (D) immune globulin 300 mcg/2 mL inj,RHo (D) immune globulin,Not Recorded
Ramucirumab 500 mg/50mL inj,ramucirumab,Not Recorded
Ranitidine 50mg/2mL inj,ranitidine,Not Recorded
Rasburicase 7.5 mg inj.,rasburicase,Not Recorded
Refresh Classic Ophth Soln 0.4 mL,refresh,Not Recorded
Regadenoson 0.4 mg/5 mL inj,regadenoson,Not Recorded
RifaMPIN 300 mg cap,rifaMPIN,Not Recorded
