formulary_name,med_name_generic,med_action_dose_unit,volume_given,volume_unit,volume_numeric,count
GADOXETATE DISODIUM 0.25 MOL/L IV SOLN,Gadoxetate Disodium,mL,10,mL,10,15
GADOXETATE DISODIUM 0.25 MOL/L IV SOLN,Gadoxetate Disodium,mL,5,mL,5,1
GADOXETATE DISODIUM 0.25 MOL/L IV SOLN,Gadoxetate Disodium,mL,6,mL/kg,6,1
GADOXETATE DISODIUM 0.25 MOL/L IV SOLN,Gadoxetate Disodium,mL,8,mL,8,3
GAMMAGARD 20 GM/200ML IJ SOLN,Immune Globulin (Human),g,20,g,20,2
GENTAMICIN IN SALINE 0.8-0.9 MG/ML-% IV SOLN,Gentamicin in Saline,mg/kg,1,mg/kg,1,1
GENTAMICIN IN SALINE 0.8-0.9 MG/ML-% IV SOLN,Gentamicin in Saline,mg,1,mg/kg,1,4
GENTAMICIN IN SALINE 0.8-0.9 MG/ML-% IV SOLN,Gentamicin in Saline,mg,1.5,mg/kg,1.5,3
GENTAMICIN IN SALINE 0.8-0.9 MG/ML-% IV SOLN,Gentamicin in Saline,mg,80,mg,80,421
GENTAMICIN IN SALINE 1-0.9 MG/ML-% IV SOLN,Gentamicin in Saline,mg,100,mg,100,20
GENTAMICIN IN SALINE 1-0.9 MG/ML-% IV SOLN,Gentamicin in Saline,mg/kg,1,mg/kg,1,3
GENTAMICIN IN SALINE 1-0.9 MG/ML-% IV SOLN,Gentamicin in Saline,mg,1,mg/kg,1,24
GENTAMICIN IN SALINE 1.6-0.9 MG/ML-% IV SOLN,Gentamicin in Saline,mg,80,mg,80,18
GENTAMICIN IN SALINE 1.6-0.9 MG/ML-% IV SOLN,Gentamicin in Saline,mg/kg,1,mg/kg,1,2
GENTAMICIN IN SALINE 1.6-0.9 MG/ML-% IV SOLN,Gentamicin in Saline,mg,1,mg/kg,1,8
GENTAMICIN IN SALINE 1.6-0.9 MG/ML-% IV SOLN,Gentamicin in Saline,mg,1.5,mg/kg,1.5,19
HALOPERIDOL LACTATE 5 MG/ML IJ SOLN,Haloperidol Lactate,mg,5,mg,5,1
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,7.24,Units/kg/hr,7.24,13
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,7.3,Units/kg/hr,7.3,15
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,7.35,Units/kg/hr,7.35,15
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,7.5,Units/kg/hr,7.5,21
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,7.57,Units/kg/hr,7.57,4
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,7.64,Units/kg/hr,7.64,15
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,7.7,Units/kg/hr,7.7,22
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,7.77,Units/kg/hr,7.77,8
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,7.78,Units/kg/hr,7.78,2
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,7.89,Units/kg/hr,7.89,27
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,7.96,Units/kg/hr,7.96,16
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,750,Units/hr,750,1
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,8,Units/kg/hr,8,52
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,8.14,Units/kg/hr,8.14,39
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,8.17,Units/kg/hr,8.17,3
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,8.18,Units/kg/hr,8.18,90
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,8.28,Units/kg/hr,8.28,4
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,8.29,Units/kg/hr,8.29,30
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,8.31,Units/kg/hr,8.31,35
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,7.22,Units/kg/hr,7.22,26
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,7.17,Units/kg/hr,7.17,28
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,7.15,Units/kg/hr,7.15,5
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,8.41,Units/kg/hr,8.41,2
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,4.37,Units/kg/hr,4.37,1
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,5,Units/kg/hr,5,8
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,mL/hr,750,Units/hr,750,1
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,5.22,Units/kg/hr,5.22,50
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,5.5,Units/kg/hr,5.5,4
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,5.8,Units/kg/hr,5.8,1
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,5.88,Units/kg/hr,5.88,6
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,500,Units/hr,500,4
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,6,Units/kg/hr,6,71
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,4,Units/kg/hr,4,12
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,6.03,Units/kg/hr,6.03,4
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,6.25,Units/kg/hr,6.25,74
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,6.43,Units/kg/hr,6.43,61
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,6.5,Units/kg/hr,6.5,3
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,6.57,Units/kg/hr,6.57,59
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,6.61,Units/kg/hr,6.61,62
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,6.66,Units/kg/hr,6.66,66
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,6.75,Units/kg/hr,6.75,34
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,6.76,Units/kg/hr,6.76,44
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,6.84,Units/kg/hr,6.84,10
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,6.07,Units/kg/hr,6.07,28
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,7.08,Units/kg/hr,7.08,2
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,8.62,Units/kg/hr,8.62,82
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,8.65,Units/kg/hr,8.65,4
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.49,Units/kg/hr,9.49,15
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.5,Units/kg/hr,9.5,12
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.55,Units/kg/hr,9.55,45
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.61,Units/kg/hr,9.61,2
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.62,Units/kg/hr,9.62,28
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.63,Units/kg/hr,9.63,12
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.7,Units/kg/hr,9.7,36
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.71,Units/kg/hr,9.71,12
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.72,Units/kg/hr,9.72,16
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.42,Units/kg/hr,9.42,26
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.74,Units/kg/hr,9.74,46
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.81,Units/kg/hr,9.81,7
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.84,Units/kg/hr,9.84,15
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.9,Units/kg/hr,9.9,2
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.96,Units/kg/hr,9.96,3
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,mL/hr,1000,Units/hr,1000,3
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,mL/hr,13,Units/kg/hr,13,30
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,mL/hr,15,Units/kg/hr,15,21
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,mL/hr,500,Units/hr,500,12
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,33,Units/kg/hr,33,11
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.77,Units/kg/hr,9.77,3
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,8.44,Units/kg/hr,8.44,67
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.4,Units/kg/hr,9.4,2
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.33,Units/kg/hr,9.33,3
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,8.67,Units/kg/hr,8.67,9
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,8.69,Units/kg/hr,8.69,24
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,8.72,Units/kg/hr,8.72,19
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,8.77,Units/kg/hr,8.77,2
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,8.8,Units/kg/hr,8.8,23
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,8.82,Units/kg/hr,8.82,8
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,8.84,Units/kg/hr,8.84,1
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,8.95,Units/kg/hr,8.95,3
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9,Units/kg/hr,9,52
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.36,Units/kg/hr,9.36,5
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.01,Units/kg/hr,9.01,2
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.15,Units/kg/hr,9.15,5
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.18,Units/kg/hr,9.18,25
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.19,Units/kg/hr,9.19,16
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.2,Units/kg/hr,9.2,39
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.21,Units/kg/hr,9.21,8
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.25,Units/kg/hr,9.25,1
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.28,Units/kg/hr,9.28,59
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.31,Units/kg/hr,9.31,150
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.32,Units/kg/hr,9.32,7
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,9.09,Units/kg/hr,9.09,54
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,3000,Units/hr,3000,1
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,22,Units/kg/hr,22,94
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,3,Units/kg/hr,3,5
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,10.1,Units/kg/hr,10.1,172
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,10.2,Units/kg/hr,10.2,144
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,10.3,Units/kg/hr,10.3,34
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,10.4,Units/kg/hr,10.4,22
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,10.5,Units/kg/hr,10.5,31
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,10.6,Units/kg/hr,10.6,23
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,10.7,Units/kg/hr,10.7,67
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,10.8,Units/kg/hr,10.8,129
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,10.9,Units/kg/hr,10.9,50
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,1000,Units/hr,1000,31
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,11,Units/kg/hr,11,365
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,11.1,Units/kg/hr,11.1,127
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,11.2,Units/kg/hr,11.2,73
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,11.25,Units/kg/hr,11.25,3
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,11.3,Units/kg/hr,11.3,38
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,11.4,Units/kg/hr,11.4,11
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,11.5,Units/kg/hr,11.5,99
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,11.6,Units/kg/hr,11.6,57
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,11.7,Units/kg/hr,11.7,57
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,10,Units/kg/hr,10,278
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,0-4500,Units/hr,0-4500,22
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,0-45,Units/kg/hr,0-45,729
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,0-35,Units/kg/hr,0-35,3
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,30,Units/kg/hr,30,12
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units,13,Units/kg/hr,13,1
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/hr,0-30,Units/kg/hr,0-30,25
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/hr,0-3000,Units/hr,0-3000,4
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/hr,0-45,Units/kg/hr,0-45,2
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/hr,0-4500,Units/hr,0-4500,12
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/hr,100,Units/hr,100,1
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/hr,1000,Units/hr,1000,67
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/hr,13,Units/kg/hr,13,90
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,11.9,Units/kg/hr,11.9,209
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/hr,1300,Units/hr,1300,33
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/hr,1500,Units/hr,1500,20
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/hr,250,Units/hr,250,10
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/hr,300,Units/hr,300,2
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/hr,400,Units/hr,400,10
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/hr,500,Units/hr,500,422
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/hr,750,Units/hr,750,42
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/hr,800,Units/hr,800,2
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,0-30,Units/kg/hr,0-30,1112
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,0-3000,Units/hr,0-3000,108
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/hr,15,Units/kg/hr,15,110
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,12,Units/kg/hr,12,521
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,11.8,Units/kg/hr,11.8,157
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,12.19,Units/kg/hr,12.19,4
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,14.2,Units/kg/hr,14.2,10
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,14.3,Units/kg/hr,14.3,11
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,14.4,Units/kg/hr,14.4,44
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,14.5,Units/kg/hr,14.5,2
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,14.7,Units/kg/hr,14.7,151
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,14.8,Units/kg/hr,14.8,58
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,14.9,Units/kg/hr,14.9,13
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,15,Units/kg/hr,15,71669
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,15.6,Units/kg/hr,15.6,12
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,12.1,Units/kg/hr,12.1,98
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,1500,Units/hr,1500,25
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,17,Units/kg/hr,17,128
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,18,Units/kg/hr,18,56
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,19,Units/kg/hr,19,58
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,20,Units/kg/hr,20,35
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,21,Units/kg/hr,21,52
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,23,Units/kg/hr,23,65
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,24,Units/kg/hr,24,21
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,25,Units/kg/hr,25,7
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,26,Units/kg/hr,26,34
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,16,Units/kg/hr,16,68
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,14,Units/kg/hr,14,147
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,14.1,Units/kg/hr,14.1,10
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,13.8888,Units/kg/hr,13.8888,7
HEPARIN (PORCINE) 50 UNIT/ML 500 ML IV SOLN,Heparin (Porcine) in NaCl,Units/kg/hr,12.2,Units/kg/hr,12.2,141
