formulary_name,med_name_generic,med_action_dose_unit,volume_given,volume_unit,volume_numeric,count
PROTAMINE SULFATE 10 MG/ML IV SOLN,Protamine Sulfate,mg,30,mg,30,15
PROTAMINE SULFATE 10 MG/ML IV SOLN,Protamine Sulfate,mg,20,mg,20,73
PROTAMINE SULFATE 10 MG/ML IV SOLN,Protamine Sulfate,mg,18,mg,18,1
PROTAMINE SULFATE 10 MG/ML IV SOLN,Protamine Sulfate,mg,15,mg,15,10
PROTAMINE SULFATE 10 MG/ML IV SOLN,Protamine Sulfate,mg,100,mg,100,2
PROTAMINE SULFATE 10 MG/ML IV SOLN,Protamine Sulfate,mg,10,mg,10,90
PROTAMINE SULFATE 10 MG/ML IV SOLN,Protamine Sulfate,mg,1,mg,1,1
PROTAMINE SULFATE 10 MG/ML IV SOLN,Protamine Sulfate,mg,25,mg,25,24
PROTHROMBIN COMPLEX CONC HUMAN 500 UNITS IV KIT,Prothrombin Complex Conc Human,Units,1000,Units,1000,1
PROTHROMBIN COMPLEX CONC HUMAN 500 UNITS IV KIT,Prothrombin Complex Conc Human,Units,1500,Units,1500,1
PROTHROMBIN COMPLEX CONC HUMAN 500 UNITS IV KIT,Prothrombin Complex Conc Human,Units,5000,Units,5000,1
REGADENOSON 0.4 MG/5ML IV SOLN,Regadenoson,mg,.4,mg,.4,2142
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,400,mg,400,1
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,40,mg,40,66
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,36,mg,36,1
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,35,mg,35,1
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,30,mg,30,39
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,160,mg,160,4
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,200,mg,200,9
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,20,mg,20,61
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,43,mg,43,2
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,150,mg,150,9
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,15,mg,15,3
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,25,mg,25,1
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,45,mg,45,4
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,55,mg,55,2
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,5,mg,5,12
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,50,mg,50,307
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,54,mg,54,1
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,60,mg,60,106
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,600,mg,600,1
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,64,mg,64,1
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,65,mg,65,3
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,70,mg,70,147
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,75,mg,75,8
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,80,mg,80,173
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,90,mg,90,37
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,125,mg,125,1
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,46,mg,46,1
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,120,mg,120,7
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,140,mg,140,1
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,10-50,mg,10-50,5
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,.1,mg/kg,.1,62
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,.11,mg/kg,.11,1
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,.125,mg/kg,.125,1
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,.13,mg/kg,.13,1
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,.21,mg/kg,.21,1
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,.3,mg/kg,.3,2
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,.4,mg/kg,.4,2
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,.45,mg/kg,.45,1
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,.46,mg/kg,.46,1
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,.5,mg/kg,.5,8
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,.6,mg/kg,.6,1104
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,.65,mg/kg,.65,1
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,.66,mg/kg,.66,1
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,.54,mg/kg,.54,1
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,.7,mg/kg,.7,1
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,100,mg,100,660
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,10,mg,10,101
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,1.5,mg/kg,1.5,2
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,.67,mg/kg,.67,1
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,1,mg/kg,1,378
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,1,mg,1,1
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,1.2,mg/kg,1.2,6
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,.8,mg/kg,.8,3
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,.78,mg/kg,.78,1
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,.76,mg/kg,.76,1
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,.71,mg/kg,.71,2
ROCURONIUM BROMIDE 100 MG/10ML IV SOLN,Rocuronium Bromide,mg,.85,mg/kg,.85,1
ROCURONIUM BROMIDE 50 MG/5ML IV SOLN,Rocuronium Bromide,mg,50,mg,50,5
ROCURONIUM BROMIDE 50 MG/5ML IV SOLN,Rocuronium Bromide,mg,90,mg,90,7
ROCURONIUM BROMIDE 50 MG/5ML IV SOLN,Rocuronium Bromide,mg,80,mg,80,28
ROCURONIUM BROMIDE 50 MG/5ML IV SOLN,Rocuronium Bromide,mg,75,mg,75,2
ROCURONIUM BROMIDE 50 MG/5ML IV SOLN,Rocuronium Bromide,mg,70,mg,70,26
ROCURONIUM BROMIDE 50 MG/5ML IV SOLN,Rocuronium Bromide,mg,60,mg,60,15
ROCURONIUM BROMIDE 50 MG/5ML IV SOLN,Rocuronium Bromide,mg,40,mg,40,1
ROCURONIUM BROMIDE 50 MG/5ML IV SOLN,Rocuronium Bromide,mg,150,mg,150,3
ROCURONIUM BROMIDE 50 MG/5ML IV SOLN,Rocuronium Bromide,mg,120,mg,120,5
ROCURONIUM BROMIDE 50 MG/5ML IV SOLN,Rocuronium Bromide,mg,100,mg,100,46
ROCURONIUM BROMIDE 50 MG/5ML IV SOLN,Rocuronium Bromide,mg,1.2,mg/kg,1.2,2
ROCURONIUM BROMIDE 50 MG/5ML IV SOLN,Rocuronium Bromide,mg,1,mg/kg,1,28
ROCURONIUM BROMIDE 50 MG/5ML IV SOLN,Rocuronium Bromide,mg,.6,mg/kg,.6,28
ROCURONIUM BROMIDE 50 MG/5ML IV SOLN,Rocuronium Bromide,mg,200,mg,200,1
SILDENAFIL CITRATE 10 MG/12.5ML IV SOLN,Sildenafil Citrate,mg,.25,mg/kg,.25,39
SODIUM ACETATE 2 MEQ/ML IV SOLN,Sodium Acetate,mL,60,mL,60,3597
SODIUM ACETATE 2 MEQ/ML IV SOLN,Sodium Acetate,mL,120,mL,120,278
SODIUM ACETATE 2 MEQ/ML IV SOLN,Sodium Acetate,mL,30,mL,30,12
SODIUM ACETATE 4 MEQ/ML IV SOLN,Sodium Acetate,mL,30,mL,30,2
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,5,mEq/kg,5,3
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,5,mEq,5,8
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,4,mEq/kg,4,17
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,3,mEq/kg,3,19
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,3.8,mEq,3.8,1
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,3.5,mEq,3.5,2
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,5,mL,5,1
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,4,mEq,4,6
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,5.8,mEq,5.8,1
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,7,mEq,7,7
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,6,mEq,6,10
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,6,mEq/kg,6,2
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,6.4,mEq,6.4,1
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,6.9,mEq,6.9,2
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,8,mEq,8,9
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,8.6,mEq,8.6,2
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq/kg,2,mEq/kg,2,2
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq/kg,1,mEq/kg,1,1
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,50,mEq,50,2
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,3,mEq,3,6
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,1,mEq,1,6
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,2.9,mL,2.9,1
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,.6,mEq,.6,1
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,1,mEq/kg,1,130
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,1.3,mEq,1.3,1
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,1.5,mEq,1.5,3
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,20,mEq,20,2
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,1.5,mL,1.5,2
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,1.6,mEq,1.6,1
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,1.7,mEq,1.7,2
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,10,mEq,10,8
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,1.5,mEq/kg,1.5,5
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,12,mL,12,1
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,15,mEq,15,1
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,16,mEq,16,2
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,19,mEq,19,1
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,2,mEq,2,3
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,2,mEq/kg,2,480
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,2.01,mEq/kg,2.01,2
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,2.5,mEq,2.5,2
SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,mEq,12,mEq,12,1
SODIUM BICARBONATE 7.5 % IV SOLN,Sodium Bicarbonate,mEq,90,mEq,90,1
SODIUM BICARBONATE 8.4 % IV SOLN,Sodium Bicarbonate,mEq,200,mEq,200,13
SODIUM BICARBONATE 8.4 % IV SOLN,Sodium Bicarbonate,mEq,25,mEq,25,484
SODIUM BICARBONATE 8.4 % IV SOLN,Sodium Bicarbonate,mEq,250,mEq,250,1
SODIUM BICARBONATE 8.4 % IV SOLN,Sodium Bicarbonate,mEq,8,mEq,8,1
SODIUM BICARBONATE 8.4 % IV SOLN,Sodium Bicarbonate,mEq,50,mEq,50,5640
SODIUM BICARBONATE 8.4 % IV SOLN,Sodium Bicarbonate,mEq,75,mEq,75,20
SODIUM BICARBONATE 8.4 % IV SOLN,Sodium Bicarbonate,mEq,30,mEq,30,1
SODIUM BICARBONATE 8.4 % IV SOLN,Sodium Bicarbonate,mEq,2,mEq/kg,2,1
SODIUM BICARBONATE 8.4 % IV SOLN,Sodium Bicarbonate,mEq,20,mEq,20,1
SODIUM BICARBONATE 8.4 % IV SOLN,Sodium Bicarbonate,mEq,150,mEq,150,155
SODIUM BICARBONATE 8.4 % IV SOLN,Sodium Bicarbonate,mEq,15,mEq,15,2
SODIUM BICARBONATE 8.4 % IV SOLN,Sodium Bicarbonate,mEq,125,mEq,125,1
SODIUM BICARBONATE 8.4 % IV SOLN,Sodium Bicarbonate,mEq,12.5,mEq,12.5,1
SODIUM BICARBONATE 8.4 % IV SOLN,Sodium Bicarbonate,mEq,100,mEq/kg,100,1
SODIUM BICARBONATE 8.4 % IV SOLN,Sodium Bicarbonate,mEq,100,mEq,100,480
SODIUM BICARBONATE 8.4 % IV SOLN,Sodium Bicarbonate,mEq,.625,mEq/kg,.625,1
SODIUM BICARBONATE 8.4 % IV SOLN,Sodium Bicarbonate,mEq,167,mEq,167,1
SODIUM BICARBONATE-DEXTROSE 150-5 MEQ/L-% IV SOLN,Sodium Bicarbonate-Dextrose,mL/hr,100,mL/hr,100,1
SODIUM BICARBONATE-DEXTROSE 150-5 MEQ/L-% IV SOLN,Sodium Bicarbonate-Dextrose,mL,500,mL,500,2
SODIUM BICARBONATE-DEXTROSE 150-5 MEQ/L-% IV SOLN,Sodium Bicarbonate-Dextrose,mL,150,mL,150,1
SODIUM CHLORIDE (NICU) IV BOLUS SYRINGE,Sodium Chloride,mL,9,mL,9,2
SODIUM CHLORIDE (NICU) IV BOLUS SYRINGE,Sodium Chloride,mL,7,mL,7,3
SODIUM CHLORIDE (NICU) IV BOLUS SYRINGE,Sodium Chloride,mL,6,mL,6,3
SODIUM CHLORIDE (NICU) IV BOLUS SYRINGE,Sodium Chloride,mL,5,mL/kg,5,2
SODIUM CHLORIDE (NICU) IV BOLUS SYRINGE,Sodium Chloride,mL,40,mL,40,1
SODIUM CHLORIDE (NICU) IV BOLUS SYRINGE,Sodium Chloride,mL,4.2,mL,4.2,1
SODIUM CHLORIDE (NICU) IV BOLUS SYRINGE,Sodium Chloride,mL,4,mL,4,2
SODIUM CHLORIDE (NICU) IV BOLUS SYRINGE,Sodium Chloride,mL,30,mL,30,1
SODIUM CHLORIDE (NICU) IV BOLUS SYRINGE,Sodium Chloride,mL,8,mL,8,2
SODIUM CHLORIDE (NICU) IV BOLUS SYRINGE,Sodium Chloride,mL,29,mL,29,1
SODIUM CHLORIDE (NICU) IV BOLUS SYRINGE,Sodium Chloride,mL,10.66,mL/kg,10.66,1
SODIUM CHLORIDE (NICU) IV BOLUS SYRINGE,Sodium Chloride,mL,12,mL/kg,12,1
SODIUM CHLORIDE (NICU) IV BOLUS SYRINGE,Sodium Chloride,mL,13.6,mL,13.6,1
SODIUM CHLORIDE (NICU) IV BOLUS SYRINGE,Sodium Chloride,mL,10,mL/kg,10,146
SODIUM CHLORIDE (NICU) IV BOLUS SYRINGE,Sodium Chloride,mL,17.4,mL,17.4,2
SODIUM CHLORIDE (NICU) IV BOLUS SYRINGE,Sodium Chloride,mL,2.5,mL,2.5,1
SODIUM CHLORIDE (NICU) IV BOLUS SYRINGE,Sodium Chloride,mL,16,mL,16,1
SODIUM CHLORIDE (NICU) IV BOLUS SYRINGE,Sodium Chloride,mL,3.5,mL,3.5,1
SODIUM CHLORIDE (PF) 0.9 % IJ SOLN,Sodium Chloride,mL,10,mL/kg,10,14
SODIUM CHLORIDE (PF) 0.9 % IJ SOLN,Sodium Chloride,mL,28,mL,28,1
SODIUM CHLORIDE (PF) 0.9 % IJ SOLN,Sodium Chloride,mL,35,mL,35,2
SODIUM CHLORIDE (PF) 0.9 % IJ SOLN,Sodium Chloride,mL,7,mL,7,1
SODIUM CHLORIDE 0.45 % IV BOLUS,ODIUM CHLORIDE 0.45 % IV,mL,750,mL,750,1
SODIUM CHLORIDE 0.45 % IV BOLUS,ODIUM CHLORIDE 0.45 % IV,mL,250,mL,250,39
SODIUM CHLORIDE 0.45 % IV BOLUS,ODIUM CHLORIDE 0.45 % IV,mL,500,mL,500,236
SODIUM CHLORIDE 0.45 % IV BOLUS,ODIUM CHLORIDE 0.45 % IV,mL,3000,mL,3000,1
SODIUM CHLORIDE 0.45 % IV BOLUS,ODIUM CHLORIDE 0.45 % IV,mL,30,mL,30,1
SODIUM CHLORIDE 0.45 % IV BOLUS,ODIUM CHLORIDE 0.45 % IV,mL,25,mL,25,1
SODIUM CHLORIDE 0.45 % IV BOLUS,ODIUM CHLORIDE 0.45 % IV,mL,200,mL,200,1
SODIUM CHLORIDE 0.45 % IV BOLUS,ODIUM CHLORIDE 0.45 % IV,mL,1000,mL,1000,344
SODIUM CHLORIDE 0.45 % IV BOLUS,ODIUM CHLORIDE 0.45 % IV,mL,100,mL,100,1
SODIUM CHLORIDE 0.45 % IV BOLUS,ODIUM CHLORIDE 0.45 % IV,mL,2000,mL,2000,21
SODIUM CHLORIDE 0.45 % IV SOLN,Sodium Chloride,mL/hr,150-250,mL/hr,150-250,41
SODIUM CHLORIDE 0.45 % IV SOLN,Sodium Chloride,mL/hr,125,mL/hr,125,1
SODIUM CHLORIDE 0.45 % IV SOLN,Sodium Chloride,mL/hr,42,mL/hr,42,1
SODIUM CHLORIDE 0.45 % IV SOLN,Sodium Chloride,mL,1000,mL,1000,77
SODIUM CHLORIDE 0.45 % IV SOLN,Sodium Chloride,mL,800,mL,800,1
SODIUM CHLORIDE 0.9 % IJ SOLN,Sodium Chloride,mL,43,mL,43,1
SODIUM CHLORIDE 0.9 % IJ SOLN,Sodium Chloride,mL,7,mL,7,1
SODIUM CHLORIDE 0.9 % IJ SOLN,Sodium Chloride,mL,8,mL,8,1
SODIUM CHLORIDE 0.9 % IJ SOLN,Sodium Chloride,mL,6,mL,6,2
SODIUM CHLORIDE 0.9 % IJ SOLN,Sodium Chloride,mL,500,mL,500,7
SODIUM CHLORIDE 0.9 % IJ SOLN,Sodium Chloride,mL,50,mL,50,1
SODIUM CHLORIDE 0.9 % IJ SOLN,Sodium Chloride,mL,5,mL,5,1
SODIUM CHLORIDE 0.9 % IJ SOLN,Sodium Chloride,mL,35,mL,35,2
SODIUM CHLORIDE 0.9 % IJ SOLN,Sodium Chloride,mL,10,mL/kg,10,26
SODIUM CHLORIDE 0.9 % IJ SOLN,Sodium Chloride,mL,3,mL,3,1
SODIUM CHLORIDE 0.9 % IJ SOLN,Sodium Chloride,mL,250,mL,250,1
SODIUM CHLORIDE 0.9 % IJ SOLN,Sodium Chloride,mL,25,mL,25,1
SODIUM CHLORIDE 0.9 % IJ SOLN,Sodium Chloride,mL,15,mL,15,1
SODIUM CHLORIDE 0.9 % IJ SOLN,Sodium Chloride,mL,11,mL,11,2
SODIUM CHLORIDE 0.9 % IJ SOLN,Sodium Chloride,mL,1000,mL,1000,4
SODIUM CHLORIDE 0.9 % IJ SOLN,Sodium Chloride,mL,10,mL,10,1
SODIUM CHLORIDE 0.9 % IJ SOLN,Sodium Chloride,mL,30,mL,30,3
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,6,mL,6,1
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,550,mL,550,2
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,510,mL,510,2
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,5000,mL,5000,1
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,500,mL,500,22581
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,50,mL,50,87
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,40,mL,40,3
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,4000,mL,4000,11
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,400,mL,400,19
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,60,mL,60,1
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,3810,mL,3810,2
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,380,mL,380,1
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,3750,mL,3750,1
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,3500,mL,3500,2
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,4500,mL,4500,3
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,600,mL,600,4
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,700,mL,700,15
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,680,mL,680,1
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,350,mL,350,4
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL/kg,30,mL/kg,30,366
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL/kg,20,mL/kg,20,1
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL/kg,10,mL/kg,10,1
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mg,500,mL,500,2
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,900,mL,900,2
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,90,mL,90,1
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,860,mL,860,2
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,850,mL,850,2
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,84,mL,84,1
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,800,mL,800,19
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,750,mL,750,44
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,75,mL,75,45
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,720,mL,720,5
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,70,mL,70,1
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,6000,mL,6000,1
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,35,mL,35,1
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,9999,mL,9999,2
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,3000,mL,3000,84
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,170,mL,170,2
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,1600,mL,1600,1
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,160,mL,160,2
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,150,mL,150,37
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,1400,mL,1400,1
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,1250,mL,1250,2
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,1740,mL,1740,2
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,125,mL,125,33
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,1000,mL,1000,86789
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,100,mL,100,6758
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,10,mL/kg,10,7
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,1-1000,mL,1-1000,8
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,g,1000,mL,1000,1
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,320,mL,320,2
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,1200,mL,1200,3
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,175,mL,175,1
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,1500,mL,1500,106
SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,mL,190,mL,190,1
