med_name,is_fluids,fluid_type,med_class,med_subclass,formulary_name,med_action_dose_unit,volume_given,count,volume_unit,volume_numeric,primary_amount,amount_unit,amount_numeric,concentration,is_infusion,is_anesthesia,med_name_generic
,,,,,REMIfentanil 100mcg/2mL syringe,Not Recorded,2.0 mL,1,mL,2,100.0 mcg,mcg,100,100.0 mcg/2.0 ML,FALSE,FALSE,
remifentanil,FALSE,Medication,analgesic,opioids,REMIfentanil 2 mg inj,Not Recorded,none,10,,,2.0 mg,mg,2,none,FALSE,FALSE,REMIfentanil
RHo (D) immune globulin,FALSE,Medication,other,other,RHo (D) immune globulin 1500 intl units/1.3 mL solu,Not Recorded,1.3 mL,32,mL,1.3,none,,,none,TRUE,FALSE,RHo (D) immune globulin
RHo (D) immune globulin,FALSE,Medication,other,other,RHo (D) immune globulin 300 mcg (Rhogam IM),Not Recorded,none,7,,,300.0 mcg,mcg,300,none,TRUE,FALSE,RHo (D) immune globulin
RHo (D) immune globulin,FALSE,Medication,other,other,RHo (D) immune globulin 300 mcg/1.3 mL inj,Not Recorded,1.3 mL,14,mL,1.3,300.0 mcg,mcg,300,300.0 mcg/1.3 ML,FALSE,FALSE,RHo (D) immune globulin
RHo (D) immune globulin,FALSE,Medication,other,other,RHo (D) immune globulin 300 mcg/2 mL inj,Not Recorded,2.0 mL,26,mL,2,300.0 mcg,mcg,300,300.0 mcg/2.0 ML,FALSE,FALSE,RHo (D) immune globulin
ramucirumab,FALSE,Medication,other,other,Ramucirumab 500 mg/50mL inj,Not Recorded,50.0 mL,2,mL,50,500.0 mg,mg,500,500.0 mg/50.0 ML,FALSE,FALSE,ramucirumab
raNITIdine,FALSE,Medication,antihistamine,acid_suppressant,Ranitidine 50mg/2mL inj,Not Recorded,2.0 mL,226,mL,2,50.0 mg,mg,50,50.0 mg/2.0 ML,FALSE,FALSE,ranitidine
rasburicase,FALSE,Medication,other,other,Rasburicase 7.5 mg inj.,Not Recorded,none,32,,,7.5 mg,mg,7.5,none,FALSE,FALSE,rasburicase
,,,,,Refresh Classic Ophth Soln 0.4 mL,Not Recorded,0.4 mL,3,mL,0.4,none,,,none,TRUE,FALSE,
regadenoson,FALSE,Medication,other,other,Regadenoson 0.4 mg/5 mL inj,Not Recorded,5.0 mL,3200,mL,5,0.4 mg,mg,0.4,0.4 mg/5.0 ML,FALSE,FALSE,regadenoson
rifAMPin,FALSE,Medication,anti-infective,antimycobacterial agents,RifaMPIN 300 mg cap,Not Recorded,none,2,,,300.0 mg,mg,300,none,FALSE,FALSE,rifaMPIN
,,,,,RifaMPIN 3mg/mL/NS neonate syringe,Not Recorded,none,1,,,3.0 mg,mg,3,none,FALSE,FALSE,
rifAMPin,FALSE,Medication,anti-infective,antimycobacterial agents,RifaMPIN 600 mg inj,Not Recorded,none,2587,,,600.0 mg,mg,600,none,FALSE,FALSE,rifaMPIN
rocuronium,FALSE,Medication,neuromuscular_blocker,other,Rocuronium 10 mg/mL 10 mL inj,Not Recorded,10.0 mL,2037,mL,10,10.0 mg,mg,10,none,FALSE,FALSE,rocuronium
rocuronium,FALSE,Medication,neuromuscular_blocker,other,Rocuronium 10 mg/mL 5 mL inj,Not Recorded,5.0 mL,8712,mL,5,10.0 mg,mg,10,none,FALSE,FALSE,rocuronium
rocuronium,FALSE,Medication,neuromuscular_blocker,other,Rocuronium 10 mg/mL 5 mL syringe,Not Recorded,5.0 mL,3,mL,5,10.0 mg,mg,10,none,FALSE,FALSE,rocuronium
rocuronium,FALSE,Medication,neuromuscular_blocker,other,Rocuronium 10 mg/mL per mL,Not Recorded,none,8,,,10.0 mg,mg,10,none,TRUE,FALSE,rocuronium
rocuronium,FALSE,Medication,neuromuscular_blocker,other,Rocuronium 10mg/mL 5mL OR syringe,Not Recorded,5.0 mL,47,mL,5,10.0 mg,mg,10,none,FALSE,FALSE,rocuronium
,,,,,Ropivacaine 0.5% 30 mL syringe (EUOSH),Not Recorded,30.0 mL,2,mL,30,none,,,none,FALSE,FALSE,
ropivacaine,FALSE,Medication,other,other,Ropivacaine 1% 10mg/mL 20mL,Not Recorded,20.0 mL,1,mL,20,10.0 mg,mg,10,none,TRUE,FALSE,ropivacaine 1%
ropivacaine,FALSE,Medication,other,other,Ropivacaine 2 mg/mL 100 mL inj,Not Recorded,100.0 mL,14,mL,100,2.0 mg,mg,2,none,FALSE,FALSE,ropivacaine 0.2%
ropivacaine,FALSE,Medication,other,other,Ropivacaine 5 mg/mL 30 mL inj,Not Recorded,30.0 mL,76,mL,30,5.0 mg,mg,5,none,FALSE,FALSE,ropivacaine 0.5%
ropivacaine,FALSE,Medication,other,other,Ropivacaine 7.5 mg/mL 20 mL inj,Not Recorded,20.0 mL,2,mL,20,7.5 mg,mg,7.5,none,FALSE,FALSE,ropivacaine 0.75%
"hyperalimentation, adult",TRUE,Parenteral Nutrition,other,other,SJH hyperalimentation 1200-2200mL,Not Recorded,2200.0 mL,304628,mL,2200,none,,,none,TRUE,FALSE,hyperalimentation 1200-2200mL
"hyperalimentation, adult",TRUE,Parenteral Nutrition,other,other,SJH hyperalimentation <1200mL,Not Recorded,1200.0 mL,13738,mL,1200,none,,,none,TRUE,FALSE,hyperalimentation <1200mL
"hyperalimentation, adult",TRUE,Parenteral Nutrition,other,other,SJH hyperalimentation >2200mL,Not Recorded,2200.0 mL,8387,mL,2200,none,,,none,TRUE,FALSE,hyperalimentation >2200mL
"fat emulsion, intravenous",TRUE,Parenteral Nutrition,other,other,SMOFlipid 20% 100 mL (Neonate),Not Recorded,100.0 mL,65,mL,100,none,,,none,TRUE,FALSE,fat emulsion 20% (SMOFlipid)
sulfamethoxazole-trimethoprim,FALSE,Medication,anti-infective,sulphonamides,SMX-TMP 800 mg-160 mg/20 mL suspension,Not Recorded,20.0 mL,1,mL,20,800.0 mg,mg,800,160.0 mg/20.0 ML,TRUE,FALSE,sulfamethoxazole-trimethoprim
SUMAtriptan,FALSE,Medication,other,other,SUMAtriptan 6mg/0.5mL inj,Not Recorded,0.5 mL,3,mL,0.5,6.0 mg,mg,6,6.0 mg/0.5 ML,FALSE,FALSE,SUMAtriptan succinate
SUFentanil,FALSE,Medication,analgesic,opioids,SUfentanil 100 mcg/2 mL inj,Not Recorded,2.0 mL,38,mL,2,100.0 mcg,mcg,100,100.0 mcg/2.0 ML,FALSE,FALSE,SUfentanil
SUFentanil,FALSE,Medication,analgesic,opioids,SUfentanil 250 mcg/5 mL inj,Not Recorded,5.0 mL,3,mL,5,250.0 mcg,mcg,250,250.0 mcg/5.0 ML,FALSE,FALSE,SUfentanil
SUFentanil,FALSE,Medication,analgesic,opioids,SUfentanil 50 mcg/1 mL inj,Not Recorded,1.0 mL,8,mL,1,50.0 mcg,mcg,50,50.0 mcg/1.0 ML,FALSE,FALSE,SUFentanil
sargramostim,FALSE,Medication,other,other,Sargramustim 250 mcg inj,Not Recorded,none,5,,,250.0 mcg,mcg,250,none,FALSE,FALSE,sargramostim
scopolamine,FALSE,Medication,other,other,Scopolamine 0.4 mg/ 1 mL inj,Not Recorded,1.0 mL,12,mL,1,0.4 mg,mg,0.4,0.4 mg/1.0 ML,FALSE,FALSE,scopolamine
scopolamine,FALSE,Medication,other,other,Scopolamine patch,Not Recorded,none,1499,,,none,,,none,FALSE,FALSE,scopolamine
secretin,FALSE,Medication,other,other,Secretin 16mcg synthetic human,Not Recorded,none,14,,,16.0 mcg,mcg,16,none,TRUE,FALSE,secretin
selenium,FALSE,Medication,other,other,Selenium 400 mcg/10 mL inj,Not Recorded,10.0 mL,12,mL,10,400.0 mcg,mcg,400,400.0 mcg/10.0 ML,FALSE,FALSE,Selenious acid
selenium,FALSE,Medication,other,other,Selenium 600 mcg/10 mL inj,Not Recorded,10.0 mL,1786,mL,10,600.0 mcg,mcg,600,600.0 mcg/10.0 ML,FALSE,FALSE,Selenious acid
sildenafil,FALSE,Medication,bp_lowering,other,Sildenafil 10 mg/12.5 mL inj.,Not Recorded,12.5 mL,877,mL,12.5,10.0 mg,mg,10,10.0 mg/12.5 ML,FALSE,FALSE,sildenafil
siltuximab,FALSE,Medication,other,other,Siltuximab 400 mg inj,Not Recorded,none,2,,,400.0 mg,mg,400,none,FALSE,FALSE,siltuximab
sincalide,FALSE,Medication,other,other,Sincalide 5 mcg inj,Not Recorded,none,3,,,5.0 mcg,mcg,5,none,FALSE,FALSE,sincalide
sirolimus,FALSE,Medication,other,other,Sirolimus 0.5 mg tab,Not Recorded,none,1,,,0.5 mg,mg,0.5,none,FALSE,FALSE,sirolimus
sodium bicarbonate,TRUE,Electrolyte Solution (Bicarbonate),fluid_electrolyte,other,Sodium  Bicarb. 0.5mEq/1mL neonate syringe,Not Recorded,1.0 mL,2,mL,1,0.5 mEq,mEq,0.5,0.5 mEq/1.0 ML,FALSE,FALSE,sod. bicarbonate in syringe
sodium bicarbonate,TRUE,Electrolyte Solution (Bicarbonate),fluid_electrolyte,other,Sodium  Bicarbonate 0.25mEq/1mL neonate syringe,Not Recorded,1.0 mL,6,mL,1,0.25 mEq,mEq,0.25,0.25 mEq/1.0 ML,FALSE,FALSE,sod bicarbonate in syringe
sodium bicarbonate,TRUE,Electrolyte Solution (Bicarbonate),fluid_electrolyte,other,Sodium  Bicarbonate 0.5meq/mL neonate syringe,Not Recorded,none,11,,,0.5 mEq,mEq,0.5,none,FALSE,FALSE,sod bicarbonate
sodium bicarbonate,TRUE,Electrolyte Solution (Bicarbonate),fluid_electrolyte,other,Sodium  Bicarbonate 2.5 mEq/5mL inj,Not Recorded,5.0 mL,15,mL,5,2.5 mEq,mEq,2.5,2.5 mEq/5.0 ML,FALSE,FALSE,sod bicarbonate inj
sodium bicarbonate,TRUE,Electrolyte Solution (Bicarbonate),fluid_electrolyte,other,Sodium  Bicarbonate 5 mEq/10mL syringe,Not Recorded,10.0 mL,36,mL,10,5.0 mEq,mEq,5,5.0 mEq/10.0 ML,FALSE,FALSE,sod bicarbonate inj
sodium acetate,TRUE,Electrolyte Solution (Other),other,other,Sodium Acetate 2 mEq/mL 20 mL inj,Not Recorded,20.0 mL,608,mL,20,2.0 mEq,mEq,2,none,FALSE,FALSE,sodium acetate
sodium acetate,TRUE,Electrolyte Solution (Other),other,other,Sodium Acetate 2 mEq/mL inj,Not Recorded,none,6119,,,2.0 mEq,mEq,2,none,FALSE,FALSE,sodium acetate
sodium bicarbonate,TRUE,Electrolyte Solution (Bicarbonate),fluid_electrolyte,other,Sodium Bicarb 10 mEq/10 mL  inj,Not Recorded,10.0 mL,188,mL,10,10.0 mEq,mEq,10,10.0 mEq/10.0 ML,FALSE,FALSE,sodium bicarbonate
sodium bicarbonate,TRUE,Electrolyte Solution (Bicarbonate),fluid_electrolyte,other,Sodium Bicarb 50 mEq/50 mL  vial,Not Recorded,50.0 mL,240162,mL,50,50.0 mEq,mEq,50,50.0 mEq/50.0 ML,TRUE,FALSE,sodium bicarbonate
sodium bicarbonate,TRUE,Electrolyte Solution (Bicarbonate),fluid_electrolyte,other,Sodium Bicarb 50 mEq/50 mL ADD,Not Recorded,50.0 mL,28571,mL,50,50.0 mEq,mEq,50,50.0 mEq/50.0 ML,TRUE,FALSE,sodium bicarbonate
sodium bicarbonate,TRUE,Electrolyte Solution (Bicarbonate),fluid_electrolyte,other,Sodium Bicarb 50 mEq/50 mL vial CMPD,Not Recorded,50.0 mL,980,mL,50,50.0 mEq,mEq,50,50.0 mEq/50.0 ML,TRUE,FALSE,sodium bicarbonate
sodium bicarbonate,TRUE,Electrolyte Solution (Bicarbonate),fluid_electrolyte,other,Sodium Bicarb 50 mEq/50mL syringe,Not Recorded,50.0 mL,170249,mL,50,50.0 mEq,mEq,50,50.0 mEq/50.0 ML,FALSE,FALSE,sodium bicarbonate
sodium bicarbonate,TRUE,Electrolyte Solution (Bicarbonate),fluid_electrolyte,other,Sodium Bicarbonate 650 mg tab,Not Recorded,none,1,,,650.0 mg,mg,650,none,FALSE,FALSE,sodium bicarbonate
Sodium Chloride 0.9% intravenous solution,TRUE,Isotonic Crystalloid,fluid_electrolyte,other,Sodium Chloride 0.9% (50mL vial) for Remodulin,Not Recorded,50.0 mL,4,mL,50,none,,,none,TRUE,FALSE,ns 50mL vial
sodium chloride,FALSE,Medication,other,other,Sodium Chloride 0.9% 5mL Flush syr. (neonate),Not Recorded,5.0 mL,43,mL,5,none,,,none,FALSE,FALSE,sodium chloride flush
Sodium Chloride 3%,TRUE,Hypertonic Crystalloid,other,other,Sodium Chloride 3% 4mL inhalation soln.,Not Recorded,4.0 mL,1,mL,4,none,,,none,FALSE,FALSE,sodium chloride 3%
sodium glycerophosphate,TRUE,Electrolyte Solution (Phosphate),other,other,Sodium Glycerophosphate 20mmol/20mL inj,Not Recorded,20.0 mL,9183,mL,20,20.0 mmol,mmol,20,20.0 mmol/20.0 ML,FALSE,FALSE,sodium glycerophosphate
sodium phosphate,TRUE,Electrolyte Solution (Phosphate),other,other,Sodium Phosphat 3 mm/mL 50 mL inj,Not Recorded,50.0 mL,32465,mL,50,none,,,none,FALSE,FALSE,sodium phosphate
sodium phosphate,TRUE,Electrolyte Solution (Phosphate),other,other,Sodium Phosphate 3mmol/ml  15 mL inj,Not Recorded,15.0 mL,7914,mL,15,3.0 mmol,mmol,3,none,FALSE,FALSE,sodium phosphate
,,,,,Sodium Tetradecyl sulfate 1% inj,Not Recorded,none,1,,,none,,,none,FALSE,FALSE,
sodium tetradecyl sulfate,FALSE,Medication,other,other,Sodium Tetradecyl sulfate 3% inj,Not Recorded,none,1,,,none,,,none,FALSE,FALSE,sodium tetradecyl 3%
sodium thiosulfate,FALSE,Medication,other,other,Sodium Thiosulfate 25% 50 mL inj,Not Recorded,50.0 mL,832,mL,50,none,,,none,FALSE,FALSE,sodium thiosulfate 25%
sodium benzoate-sodium phenylacetate,FALSE,Medication,other,other,Sodium benzoate-Sodium phenylacetate 10%,Not Recorded,none,56,,,none,,,none,TRUE,FALSE,sod.benzoate-sod.phenylacetate
Standard PAL Line IV fluid,TRUE,IV Line Fluid,other,other,Standard PAL Line IV fluid,Not Recorded,none,167,,,none,,,none,TRUE,FALSE,Standard PAL Line fluid
Standard UAC Line IV fluid,TRUE,IV Line Fluid,other,other,Standard UAC Line IV fluid,Not Recorded,none,153,,,none,,,none,TRUE,FALSE,Standard UAC Line fluid
Standard UVC Line IV fluid,TRUE,IV Line Fluid,other,other,Standard UVC Line IV fluid,Not Recorded,none,101,,,none,,,none,TRUE,FALSE,Standard UVC Line fluid
,,,,,Sterile/Free Water flush,Not Recorded,none,1,,,none,,,none,FALSE,FALSE,
streptomycin,FALSE,Medication,anti-infective,aminoglycosides,Streptomycin 1 gm inj,Not Recorded,none,16,,,1.0 gm,gm,1,none,FALSE,FALSE,streptomycin
streptozocin,FALSE,Medication,other,other,Streptozocin 1gm inj,Not Recorded,none,4,,,1.0 gm,gm,1,none,FALSE,FALSE,streptozocin
succinylcholine,FALSE,Medication,neuromuscular_blocker,other,Succinylcholine 20 mg/mL OR syringe,Not Recorded,none,1,,,20.0 mg,mg,20,none,FALSE,FALSE,succinylcholine
succinylcholine,FALSE,Medication,neuromuscular_blocker,other,Succinylcholine 200 mg/10 mL inj,Not Recorded,10.0 mL,2193,mL,10,200.0 mg,mg,200,200.0 mg/10.0 ML,FALSE,FALSE,succinylcholine
succinylcholine,FALSE,Medication,neuromuscular_blocker,other,Succinylcholine 200 mg/10 ml syringe (EUOSH),Not Recorded,10.0 mL,1,mL,10,200.0 mg,mg,200,200.0 mg/10.0 ML,FALSE,FALSE,succinylcholine
succinylcholine,FALSE,Medication,neuromuscular_blocker,other,Succinylcholine 200mg syr for pyxis,Not Recorded,none,6,,,200.0 mg,mg,200,none,FALSE,FALSE,succinylchloline
succinylcholine,FALSE,Medication,neuromuscular_blocker,other,Succinylcholine 20mg/mL 10mL syringe,Not Recorded,10.0 mL,20,mL,10,20.0 mg,mg,20,none,FALSE,FALSE,succinylcholine
succinylcholine,FALSE,Medication,neuromuscular_blocker,other,Succinylcholine 20mg/mL 5mL syringe,Not Recorded,5.0 mL,3,mL,5,20.0 mg,mg,20,none,FALSE,FALSE,succinylcholine
succinylcholine,FALSE,Medication,neuromuscular_blocker,other,Succinylcholine 20mg/ml 10ml OR syringe,Not Recorded,10.0 mL,11,mL,10,20.0 mg,mg,20,none,FALSE,FALSE,succinylcholine
succinylcholine,FALSE,Medication,neuromuscular_blocker,other,Succinylcholine 60 mg/3 mL syringe,Not Recorded,3.0 mL,1,mL,3,60.0 mg,mg,60,60.0 mg/3.0 ML,FALSE,FALSE,succinylcholine
sugammadex,FALSE,Medication,reversal_agent,other,Sugammadex 200 mg/2mL inj,Not Recorded,2.0 mL,52,mL,2,200.0 mg,mg,200,200.0 mg/2.0 ML,FALSE,FALSE,sugammadex
sugammadex,FALSE,Medication,reversal_agent,other,Sugammadex 500 mg/5mL inj,Not Recorded,5.0 mL,29,mL,5,500.0 mg,mg,500,500.0 mg/5.0 ML,FALSE,FALSE,sugammadex
sulfamethoxazole-trimethoprim,FALSE,Medication,anti-infective,sulphonamides,Sulfamethoxazole-Trimethoprim 80mg-16  mg/mL 10mL inj,Not Recorded,10.0 mL,4178,mL,10,80.0 mg,mg,80,none,FALSE,FALSE,sulfamethoxazole-trimethoprim
sulfamethoxazole-trimethoprim,FALSE,Medication,anti-infective,sulphonamides,Sulfamethoxazole-Trimethoprim 80mg-16 mg/mL inj,Not Recorded,none,4343,,,80.0 mg,mg,80,none,FALSE,FALSE,sulfamethoxazole-trimethoprim
,,,,,"Syringe, chemo",Not Recorded,none,42,,,none,,,none,FALSE,FALSE,
tacrolimus,FALSE,Medication,other,other,TACRolimus 0.5 mg cap,Not Recorded,none,61,,,0.5 mg,mg,0.5,none,FALSE,FALSE,TACRolimus
tacrolimus,FALSE,Medication,other,other,TACRolimus 1 mg cap,Not Recorded,none,7,,,1.0 mg,mg,1,none,FALSE,FALSE,TACRolimus
tacrolimus,FALSE,Medication,other,other,TACRolimus 5mg inj,Not Recorded,none,21146,,,5.0 mg,mg,5,none,FALSE,FALSE,TACRolimus
tbo-filgrastim,FALSE,Medication,other,other,TBO-filgrastim 300 mcg/0.5 mL inj,Not Recorded,0.5 mL,2,mL,0.5,300.0 mcg,mcg,300,300.0 mcg/0.5 ML,FALSE,FALSE,TBO-filgrastim
tigecycline,FALSE,Medication,anti-infective,tetracyclines,TIGEcycline 50 mg inj,Not Recorded,none,3190,,,50.0 mg,mg,50,none,FALSE,FALSE,TIGEcycline
topotecan,FALSE,Medication,other,other,TOPOtecan 4 mg/ 4 mL inj,Not Recorded,4.0 mL,19,mL,4,4.0 mg,mg,4,4.0 mg/4.0 ML,FALSE,FALSE,TOPOtecan
tamsulosin,FALSE,Medication,other,other,Tamsulosin 0.4  mg cap,Not Recorded,none,1,,,0.4 mg,mg,0.4,none,FALSE,FALSE,tamsulosin
telavancin,FALSE,Medication,anti-infective,glycopeptide,Telavancin 250 mg inj,Not Recorded,none,144,,,250.0 mg,mg,250,none,FALSE,FALSE,telavancin
telavancin,FALSE,Medication,anti-infective,glycopeptide,Telavancin 750 mg inj,Not Recorded,none,33,,,750.0 mg,mg,750,none,FALSE,FALSE,telavancin
,,,,,Temsirolimus 25 mg/mL inj.,Not Recorded,none,1,,,25.0 mg,mg,25,none,FALSE,FALSE,
terbutaline,FALSE,Medication,other,other,Terbutaline 1 mg/1 mL inj,Not Recorded,1.0 mL,16,mL,1,1.0 mg,mg,1,1.0 mg/1.0 ML,FALSE,FALSE,terbutaline
"diphtheria/pertussis, acel/tetanus adult (Tdap)",FALSE,Medication,other,other,"Tetanus/Diphtheria/Pertussis, Acel (Tdap) 0.5 mL",Not Recorded,0.5 mL,1,mL,0.5,none,,,none,TRUE,FALSE,"tetanus/diphtheria/pertussis, acel (Tdap)"
tetanus-diphth toxoids (Td) adult/adol,FALSE,Medication,other,other,Tetanus/Dipth. Tox. Adsb. 0.5 ml inj,Not Recorded,0.5 mL,10,mL,0.5,none,,,none,FALSE,FALSE,Tetanus/Diptheria toxoid
tetracaine,FALSE,Medication,other,other,Tetracaine 1% 2mL inj,Not Recorded,2.0 mL,1,mL,2,none,,,none,FALSE,FALSE,tetracaine 1%
thiamine,FALSE,Medication,vitamin_supplement,other,Thiamine 100 mg/ml 2mL inj,Not Recorded,2.0 mL,174096,mL,2,100.0 mg,mg,100,none,FALSE,FALSE,thiamine
thiamine,FALSE,Medication,vitamin_supplement,other,Thiamine 100 mg/ml 2mL inj FOR COMPOUNDING USE,Not Recorded,2.0 mL,56650,mL,2,100.0 mg,mg,100,none,FALSE,FALSE,thiamine
thiotepa,FALSE,Medication,other,other,Thiotepa 15 mg inj,Not Recorded,none,80,,,15.0 mg,mg,15,none,FALSE,FALSE,thiotepa
thrombin topical,FALSE,Medication,other,other,Thrombin 5000 unit recombinant powder,Not Recorded,none,2,,,5000.0 unit,unit,5000,none,TRUE,FALSE,thrombin
ticagrelor,FALSE,Medication,other,other,Ticagrelor 90 mg tab,Not Recorded,none,316,,,90.0 mg,mg,90,none,FALSE,FALSE,ticagrelor
ticarcillin-clavulanate,FALSE,Medication,anti-infective,penicillins,Ticar/Clav 3.1 IVPB,Not Recorded,none,110,,,none,,,none,TRUE,FALSE,ticarcillin-clavulanate/ns
tirofiban,FALSE,Medication,other,other,Tirofiban 50 mcg/ mL 250 mL Drip*,Not Recorded,250.0 mL,143,mL,250,50.0 mcg,mcg,50,none,TRUE,FALSE,tirofiban/ns
tobramycin,FALSE,Medication,anti-infective,aminoglycosides,Tobramycin 1.2gm/30ml Bulk Vial,Not Recorded,30.0 mL,3272,mL,30,1.2 gm,gm,1.2,none,TRUE,FALSE,tobramycin
tobramycin,FALSE,Medication,anti-infective,aminoglycosides,Tobramycin 80 mg/ 100 mL NS,Not Recorded,100.0 mL,18,mL,100,80.0 mg,mg,80,80.0 mg/100.0 ML,TRUE,FALSE,tobramycin
tobramycin,FALSE,Medication,anti-infective,aminoglycosides,Tobramycin 80 mg/2 mL inj,Not Recorded,2.0 mL,4054,mL,2,80.0 mg,mg,80,80.0 mg/2.0 ML,FALSE,FALSE,tobramycin
,,,,,Tobramycin Intermittent Dosing by Pharmacist,Not Recorded,none,1,,,none,,,none,TRUE,FALSE,
tocilizumab,FALSE,Medication,other,other,Tocilizumab 200 mg/10mL inj,Not Recorded,10.0 mL,124,mL,10,200.0 mg,mg,200,200.0 mg/10.0 ML,FALSE,FALSE,tocilizumab
tocilizumab,FALSE,Medication,other,other,Tocilizumab 400 mg/20mL inj,Not Recorded,20.0 mL,376,mL,20,400.0 mg,mg,400,400.0 mg/20.0 ML,FALSE,FALSE,tocilizumab
,,,,,Tolterodine 2 mg tab,Not Recorded,none,1,,,2.0 mg,mg,2,none,FALSE,FALSE,
,,,,,Tolterodine LA 4 mg cap,Not Recorded,none,1,,,4.0 mg,mg,4,none,FALSE,FALSE,
topiramate,FALSE,Medication,anticonvulsant,other,Topiramate 100 mg tab,Not Recorded,none,1,,,100.0 mg,mg,100,none,FALSE,FALSE,topiramate
traMADol,FALSE,Medication,analgesic,opioids,TraMADOL 50 mg tab,Not Recorded,none,1,,,50.0 mg,mg,50,none,FALSE,FALSE,traMADOL
trabectedin,FALSE,Medication,other,other,Trabectedin 1mg inj.,Not Recorded,none,75,,,1.0 mg,mg,1,none,FALSE,FALSE,trabectedin
trace elements with selenium,FALSE,Medication,other,other,Trace Elements 10 mL inj,Not Recorded,10.0 mL,124,mL,10,none,,,none,FALSE,FALSE,trace elements
tranexamic acid,FALSE,Medication,other,other,Tranexamic acid 100 mg/mL inj,Not Recorded,none,7479,,,100.0 mg,mg,100,none,FALSE,FALSE,tranexamic acid
tranexamic acid,FALSE,Medication,other,other,Tranexamic acid 1000 mg/NS 100mL,Not Recorded,100.0 mL,375,mL,100,1000.0 mg,mg,1000,none,TRUE,FALSE,tranexamic acid
tranexamic acid,FALSE,Medication,other,other,Tranexamic acid 2gm bolus dose,Not Recorded,none,77,,,2.0 gm,gm,2,none,TRUE,FALSE,tranexamic acid
tranexamic acid,FALSE,Medication,other,other,Tranexamic acid 650 mg tab,Not Recorded,none,51,,,650.0 mg,mg,650,none,FALSE,FALSE,tranexamic acid
trastuzumab,FALSE,Medication,other,other,Trastuzumab 150 mg inj,Not Recorded,none,9,,,150.0 mg,mg,150,none,FALSE,FALSE,trastuzumab
trastuzumab,FALSE,Medication,other,other,Trastuzumab 440 mg inj,Not Recorded,none,12,,,440.0 mg,mg,440,none,FALSE,FALSE,trastuzumab
treprostinil,FALSE,Medication,bp_lowering,vasodilator,Trepostinil 5 mg/mL 20mL inj,Not Recorded,20.0 mL,106,mL,20,5.0 mg,mg,5,none,FALSE,FALSE,treprostinil
treprostinil,FALSE,Medication,bp_lowering,vasodilator,Treprostinil 1 mg/mL 20mL inj,ng/kg/min,20.0 mL,28,mL,20,1.0 mg,mg,1,none,FALSE,FALSE,treprostinil
treprostinil,FALSE,Medication,bp_lowering,vasodilator,Treprostinil 10 mg/mL 20mL,Not Recorded,20.0 mL,29,mL,20,10.0 mg,mg,10,none,TRUE,FALSE,treprostinil
treprostinil,FALSE,Medication,bp_lowering,vasodilator,Treprostinil 2.5 mg/mL 20mL,Not Recorded,20.0 mL,103,mL,20,2.5 mg,mg,2.5,none,TRUE,FALSE,treprostinil
treprostinil,FALSE,Medication,bp_lowering,vasodilator,Treprostinil 20mg/20mL inj,Not Recorded,20.0 mL,80,mL,20,20.0 mg,mg,20,20.0 mg/20.0 ML,FALSE,FALSE,trepostinil
treprostinil,FALSE,Medication,bp_lowering,vasodilator,Treprostinil 20mg/20mL inj,Not Recorded,20.0 mL,80,mL,20,20.0 mg,mg,20,20.0 mg/20.0 ML,FALSE,FALSE,treprostinil
treprostinil,FALSE,Medication,bp_lowering,vasodilator,Treprostinil 20mg/20mL inj,Not Recorded,20.0 mL,9,mL,20,20.0 mg,mg,20,20.0 mg/20.0 ML,FALSE,FALSE,trepostinil
treprostinil,FALSE,Medication,bp_lowering,vasodilator,Treprostinil 20mg/20mL inj,Not Recorded,20.0 mL,9,mL,20,20.0 mg,mg,20,20.0 mg/20.0 ML,FALSE,FALSE,treprostinil
citric acid-sodium citrate,TRUE,Electrolyte Solution (Other),other,other,Tri-sodium Citrate,Not Recorded,none,15,,,none,,,none,TRUE,FALSE,sod. citrate-citric acid
triamcinolone,FALSE,Medication,corticosteroids,other,Triamcinolone acet  40 mg/ 1 mL inj,Not Recorded,1.0 mL,1,mL,1,40.0 mg,mg,40,40.0 mg/1.0 ML,FALSE,FALSE,triamcinolone
trimethobenzamide,FALSE,Medication,other,other,Trimethobenzamide 200 mg/2 mL inj,Not Recorded,2.0 mL,1,mL,2,200.0 mg,mg,200,200.0 mg/2.0 ML,FALSE,FALSE,trimethobenzamide
sodium citrate,TRUE,Electrolyte Solution (Other),other,other,Trisodium citrate solution,Not Recorded,none,1,,,none,,,none,TRUE,FALSE,anticoag. sodium citrate
tromethamine,FALSE,Medication,other,other,Tromethamine 500 mL  Btl,Not Recorded,500.0 mL,4418,mL,500,none,,,none,TRUE,FALSE,tromethamine
ustekinumab,FALSE,Medication,other,other,Ustekinumab 130mg/26mL inj,Not Recorded,26.0 mL,14,mL,26,130.0 mg,mg,130,130.0 mg/26.0 ML,FALSE,FALSE,ustekinumab
valproic acid,FALSE,Medication,anticonvulsant,other,Valproate 250mg/5mL Liq,Not Recorded,5.0 mL,3,mL,5,250.0 mg,mg,250,250.0 mg/5.0 ML,TRUE,FALSE,valproate
valproic acid,FALSE,Medication,anticonvulsant,other,Valproate Sodium 500 mg/ 5 mL inj,Not Recorded,5.0 mL,21497,mL,5,500.0 mg,mg,500,500.0 mg/5.0 ML,FALSE,FALSE,valproate
