med_name,is_fluids,fluid_type,med_class,med_subclass,formulary_name,med_action_dose_unit,volume_given,count,volume_unit,volume_numeric,primary_amount,amount_unit,amount_numeric,concentration,is_infusion,is_anesthesia,med_name_generic
vancomycin,FALSE,Medication,anti-infective,glycopeptide,Vancomycin 125 mg cap,Not Recorded,none,1,,,125.0 mg,mg,125,none,FALSE,FALSE,vancomycin
vancomycin,FALSE,Medication,anti-infective,glycopeptide,Vancomycin 1250mg/ NS 250mL IVPB,Not Recorded,250.0 mL,17506,mL,250,1250.0 mg,mg,1250,none,TRUE,FALSE,vancomycin/ns
vancomycin,FALSE,Medication,anti-infective,glycopeptide,Vancomycin 1250mg/NS 250mL IVPB,Not Recorded,250.0 mL,105411,mL,250,1250.0 mg,mg,1250,none,TRUE,FALSE,vancomycin/ns
vancomycin,FALSE,Medication,anti-infective,glycopeptide,Vancomycin 1500mg/500ml NS ivpb,Not Recorded,500.0 mL,39672,mL,500,1500.0 mg,mg,1500,1500.0 mg/500.0 ML,TRUE,FALSE,vancomycin in ns
vancomycin,FALSE,Medication,anti-infective,glycopeptide,Vancomycin 1500mg/NS ivpb (EUOSH ONLY),Not Recorded,none,68672,,,1500.0 mg,mg,1500,none,TRUE,FALSE,vancomycin in ns
vancomycin,FALSE,Medication,anti-infective,glycopeptide,Vancomycin 1750mg/NS 500ml IVPB,Not Recorded,500.0 mL,8435,mL,500,1750.0 mg,mg,1750,none,TRUE,FALSE,vancomycin in ns
vancomycin,FALSE,Medication,anti-infective,glycopeptide,Vancomycin 1gm inj,Not Recorded,none,58757,,,1.0 gm,gm,1,none,FALSE,FALSE,vancomycin
vancomycin,FALSE,Medication,anti-infective,glycopeptide,Vancomycin 1gm/ 200mL Iso-Dex IVPB,Not Recorded,200.0 mL,65538,mL,200,1.0 gm,gm,1,none,TRUE,FALSE,vancomycin in D5W
vancomycin,FALSE,Medication,anti-infective,glycopeptide,Vancomycin 1gm/NS 250mL IVPB,Not Recorded,250.0 mL,10367,mL,250,1.0 gm,gm,1,none,TRUE,FALSE,vancomycin in NS
vancomycin,FALSE,Medication,anti-infective,glycopeptide,Vancomycin 1gm/NS 250ml  IVPB,Not Recorded,250.0 mL,95228,mL,250,1.0 gm,gm,1,none,TRUE,FALSE,vancomycin in ns
vancomycin,FALSE,Medication,anti-infective,glycopeptide,Vancomycin 250 mg/5 mL oral soln.,Not Recorded,5.0 mL,5,mL,5,250.0 mg,mg,250,250.0 mg/5.0 ML,FALSE,FALSE,vancomycin
vancomycin,FALSE,Medication,anti-infective,glycopeptide,Vancomycin 500 mg inj,Not Recorded,none,5174,,,500.0 mg,mg,500,none,FALSE,FALSE,vancomycin
vancomycin,FALSE,Medication,anti-infective,glycopeptide,Vancomycin 500 mg/100ml - Iso-Dex,Not Recorded,100.0 mL,2872,mL,100,500.0 mg,mg,500,500.0 mg/100.0 ML,TRUE,FALSE,vancomycin in iso-dex
vancomycin,FALSE,Medication,anti-infective,glycopeptide,Vancomycin 500 mg/NS 100ml ivpb,Not Recorded,100.0 mL,9565,mL,100,500.0 mg,mg,500,none,TRUE,FALSE,vancomycin/ns
vancomycin,FALSE,Medication,anti-infective,glycopeptide,Vancomycin 500mg (10gm vial),Not Recorded,none,87110,,,500.0 mg,mg,500,none,TRUE,FALSE,vancomycin
,,,,,Vancomycin 500mg in NS 500mL enema,Not Recorded,500.0 mL,2,mL,500,500.0 mg,mg,500,none,TRUE,FALSE,
vancomycin,FALSE,Medication,anti-infective,glycopeptide,Vancomycin 5mg/mL/NS neonate syringe,Not Recorded,none,579,,,5.0 mg,mg,5,none,FALSE,FALSE,vancomycin in NS syringe
vancomycin,FALSE,Medication,anti-infective,glycopeptide,Vancomycin 750 mg inj.,Not Recorded,none,16727,,,750.0 mg,mg,750,none,FALSE,FALSE,vancomycin
,,,,,Vancomycin 750 mg/150 mL,Not Recorded,150.0 mL,2680,mL,150,750.0 mg,mg,750,750.0 mg/150.0 ML,TRUE,FALSE,
vancomycin,FALSE,Medication,anti-infective,glycopeptide,Vancomycin 750 mg/150 mL Iso-Dex,Not Recorded,150.0 mL,44581,mL,150,750.0 mg,mg,750,750.0 mg/150.0 ML,TRUE,FALSE,vancomycin in iso-dex
Vancomycin Intermittent Dosing by Pharmacist,FALSE,Medication,anti-infective,glycopeptide,Vancomycin Intermittent Dosing by Pharmacist,Not Recorded,none,1,,,none,,,none,TRUE,FALSE,vancomycin pulse dosing
Vancomycin Intermittent Dosing by Pharmacist,FALSE,Medication,anti-infective,glycopeptide,Vancomycin Intermittent Dosing by Pharmacist,Not Recorded,none,2,,,none,,,none,TRUE,FALSE,vancomycin pulse dosing
vasopressin,FALSE,Medication,pressor,vasopressor,Vasopressin 20 unit/ml 10ml inj,Not Recorded,10.0 mL,50924,mL,10,20.0 unit,unit,20,none,FALSE,FALSE,vasopressin
vasopressin,FALSE,Medication,pressor,vasopressor,Vasopressin 20 units/ 1 mL (Vasostrict),Unit/Minute,1.0 mL,893643,mL,1,20.0 unit,unit,20,20.0 unit/1.0 ML,TRUE,FALSE,vasopressin
vasopressin,FALSE,Medication,pressor,vasopressor,Vasopressin 20 units/ 1 mL inj,Unit/Minute,1.0 mL,30960,mL,1,20.0 unit,unit,20,20.0 unit/1.0 ML,FALSE,FALSE,vasopressin
vasopressin,FALSE,Medication,pressor,vasopressor,Vasopressin/Placebo for study,Not Recorded,none,6,,,none,,,none,TRUE,FALSE,vasopressin/placebo (P#IDS22)
vecuronium,FALSE,Medication,neuromuscular_blocker,other,Vecuronium 10 mg inj,Not Recorded,none,18341,,,10.0 mg,mg,10,none,FALSE,FALSE,vecuronium
vecuronium,FALSE,Medication,neuromuscular_blocker,other,Vecuronium 1mg/mL 10mL syringe,Not Recorded,10.0 mL,17,mL,10,1.0 mg,mg,1,none,FALSE,FALSE,vecuronium
vecuronium,FALSE,Medication,neuromuscular_blocker,other,Vecuronium 1mg/mL neonate syringe,Not Recorded,none,21,,,1.0 mg,mg,1,none,FALSE,FALSE,vecuronium in NS syringe
vecuronium,FALSE,Medication,neuromuscular_blocker,other,Vecuronium 20 mg inj,Not Recorded,none,13,,,20.0 mg,mg,20,none,FALSE,FALSE,vecuronium
vedolizumab,FALSE,Medication,other,other,Vedolizumab 300 mg inj.,Not Recorded,none,17,,,300.0 mg,mg,300,none,FALSE,FALSE,vedolizumab
verapamil,FALSE,Medication,bp_lowering,other,Verapamil 300 mcg/3 mL syringe CATH LAB,Not Recorded,3.0 mL,250,mL,3,300.0 mcg,mcg,300,300.0 mcg/3.0 ML,FALSE,FALSE,verapamil 300 mcg/3 mL
verapamil,FALSE,Medication,bp_lowering,other,Verapamil 300 mcg/3 mL syringe CATH LAB,Not Recorded,3.0 mL,34,mL,3,300.0 mcg,mcg,300,300.0 mcg/3.0 ML,FALSE,FALSE,verapamil 300 mcg/3 mL
verapamil,FALSE,Medication,bp_lowering,other,Verapamil 5 mg/2 mL inj,Not Recorded,2.0 mL,2098,mL,2,5.0 mg,mg,5,5.0 mg/2.0 ML,FALSE,FALSE,verapamil
vinBLAStine,FALSE,Medication,other,other,VinBLAStine 10 mg/10 mL inj,Not Recorded,10.0 mL,37,mL,10,10.0 mg,mg,10,10.0 mg/10.0 ML,FALSE,FALSE,vinBLAStine
vinCRIStine,FALSE,Medication,other,other,VinCRIStine 1 mg/mL inj,Not Recorded,none,5953,,,1.0 mg,mg,1,none,FALSE,FALSE,vinCRIStine
vinorelbine,FALSE,Medication,other,other,VinORELBine 10 mg/1 mL inj,Not Recorded,1.0 mL,71,mL,1,10.0 mg,mg,10,10.0 mg/1.0 ML,FALSE,FALSE,vinORELBine
vinCRIStine,FALSE,Medication,other,other,Vincristine 2 mg/ 2mL inj,Not Recorded,2.0 mL,978,mL,2,2.0 mg,mg,2,2.0 mg/2.0 ML,FALSE,FALSE,vincristine
iodixanol,FALSE,Medication,other,other,Visipaque 320 mg 200 mL btl,Not Recorded,200.0 mL,1,mL,200,320.0 mg,mg,320,none,TRUE,FALSE,iodixanol
voriconazole,FALSE,Medication,anti-infective,antifungals,Voriconazole 200 mg inj,Not Recorded,none,4580,,,200.0 mg,mg,200,none,FALSE,FALSE,voriconazole
voriconazole,FALSE,Medication,anti-infective,antifungals,Voriconazole 200 mg tab,Not Recorded,none,1,,,200.0 mg,mg,200,none,FALSE,FALSE,voriconazole
voriconazole,FALSE,Medication,anti-infective,antifungals,Voriconazole 50mg tab,Not Recorded,none,5,,,50.0 mg,mg,50,none,FALSE,FALSE,voriconazole
sterile water,TRUE,Sterile Water,other,other,"Water, Sterile 100  mL bag",Not Recorded,100.0 mL,95,mL,100,none,,,none,TRUE,FALSE,"water, sterile"
sterile water,TRUE,Sterile Water,other,other,"Water, Sterile 1000 mL IV bag",Not Recorded,1000.0 mL,75232,mL,1000,none,,,none,TRUE,FALSE,"water, sterile bag"
sterile water,TRUE,Sterile Water,other,other,"Water, Sterile 2 Liter bag",Not Recorded,2.0 L,51,L,2,none,,,none,TRUE,FALSE,"water, sterile"
sterile water,TRUE,Sterile Water,other,other,"Water, Sterile 20 mL inj",Not Recorded,20.0 mL,60,mL,20,none,,,none,FALSE,FALSE,"water, sterile"
sterile water,TRUE,Sterile Water,other,other,"Water, Sterile 50 mL inj",Not Recorded,50.0 mL,15979,mL,50,none,,,none,FALSE,FALSE,"water, sterile"
sterile water,TRUE,Sterile Water,other,other,"Water, Sterile Irrig 1500 mL",Not Recorded,1500.0 mL,3,mL,1500,none,,,none,TRUE,FALSE,"water, sterile irrig"
sterile water,TRUE,Sterile Water,other,other,"Water,St. 1000 mL  irrigation btl",Not Recorded,1000.0 mL,1,mL,1000,none,,,none,TRUE,FALSE,"water, sterile irr btl"
sterile water,TRUE,Sterile Water,other,other,"Water,Sterile 10 mL inj",Not Recorded,10.0 mL,15,mL,10,none,,,none,FALSE,FALSE,"water, sterile"
zidovudine,FALSE,Medication,anti-infective,antiviral,Zidovudine 200mg inj,Not Recorded,none,813,,,200.0 mg,mg,200,none,FALSE,FALSE,zidovudine
,,,,,Zidovudine 4mg/mL/D5W neonate syringe,Not Recorded,none,14,,,4.0 mg,mg,4,none,FALSE,FALSE,
zinc sulfate,FALSE,Medication,other,other,Zinc Sulfate 5 mg/mL inj,Not Recorded,none,6116,,,5.0 mg,mg,5,none,FALSE,FALSE,zinc sulfate
zinc sulfate,FALSE,Medication,other,other,Zinc Trace Element 10 mg/10 mL inj,Not Recorded,10.0 mL,1592,mL,10,10.0 mg,mg,10,10.0 mg/10.0 ML,FALSE,FALSE,zinc
dexrazoxane,FALSE,Medication,other,other,Zinecard 500 mg inj cardio tox,Not Recorded,none,22,,,500.0 mg,mg,500,none,FALSE,FALSE,dexrazoxane
ziprasidone,FALSE,Medication,other,other,Ziprasidone 20 mg/ 1 mL inj,Not Recorded,1.0 mL,13,mL,1,20.0 mg,mg,20,20.0 mg/1.0 ML,FALSE,FALSE,ziprasidone
zoledronic acid,FALSE,Medication,other,other,Zoledronic 4 mg inj,Not Recorded,none,925,,,4.0 mg,mg,4,none,FALSE,FALSE,zoledronic acid
zoledronic acid,FALSE,Medication,other,other,Zoledronic 4 mg/NS 100mL,Not Recorded,100.0 mL,30,mL,100,4.0 mg,mg,4,none,TRUE,FALSE,zoledronic acid in ns
zoledronic acid,FALSE,Medication,other,other,Zoledronic acid 4 mg/100 mL premix IVPB,Not Recorded,100.0 mL,408,mL,100,4.0 mg,mg,4,4.0 mg/100.0 ML,TRUE,FALSE,zoledronic acid
zoledronic acid,FALSE,Medication,other,other,Zoledronic acid 5 mg/100 mL IVPB,Not Recorded,100.0 mL,8,mL,100,5.0 mg,mg,5,5.0 mg/100.0 ML,TRUE,FALSE,zoledronic acid
acetaminophen,FALSE,Medication,analgesic,non-opioid,acetaminophen 10 mg/mL neonate IVPB syringe,Not Recorded,none,6,,,10.0 mg,mg,10,none,FALSE,FALSE,acetaminophen IVPB syringe
,,,,,acetaminophen-codeine 300 mg-15 mg tab,Not Recorded,none,1,,,300.0 mg,mg,300,none,FALSE,FALSE,
adenosine,FALSE,Medication,antiarrhythmics,other,adenosine 200 mcg/20 mL syringe  CATH LAB ONLY,Not Recorded,20.0 mL,5,mL,20,200.0 mcg,mcg,200,200.0 mcg/20.0 ML,FALSE,FALSE,adenosine syringe CATH LAB ONLY
adenosine,FALSE,Medication,antiarrhythmics,other,adenosine 90 mg/90 mL NS CATH LAB,Not Recorded,90.0 mL,401,mL,90,90.0 mg,mg,90,90.0 mg/90.0 ML,TRUE,FALSE,adenosine
albuterol,FALSE,Medication,other,other,albuterol 2.5 mg/ 0.5 ml neb,Not Recorded,0.5 mL,3,mL,0.5,2.5 mg,mg,2.5,2.5 mg/0.5 ML,TRUE,FALSE,albuterol
albuterol,FALSE,Medication,other,other,albuterol 2.5 mg/0.5mL neb,Not Recorded,0.5 mL,2,mL,0.5,2.5 mg,mg,2.5,2.5 mg/0.5 ML,TRUE,FALSE,albuterol
albuterol,FALSE,Medication,other,other,albuterol 2.5 mg/3 mL neb,Not Recorded,3.0 mL,2,mL,3,2.5 mg,mg,2.5,2.5 mg/3.0 ML,TRUE,FALSE,albuterol 0.083%
alteplase,FALSE,Medication,other,other,alteplase 2 mg inj Syringe,Milligram/Hour,none,1660,,,2.0 mg,mg,2,none,FALSE,FALSE,alteplase
alteplase,FALSE,Medication,other,other,alteplase STEMI bolus inj,Not Recorded,none,3,,,none,,,none,FALSE,FALSE,alteplase
alteplase,FALSE,Medication,other,other,alteplase inj for bolus,Not Recorded,none,325,,,none,,,none,FALSE,FALSE,alteplase
alteplase,FALSE,Medication,other,other,alteplase per 10 mg,Milligram/Hour,none,1817,,,10.0 mg,mg,10,none,TRUE,FALSE,alteplase
alteplase,FALSE,Medication,other,other,alteplase per 12.5mg ADD,Not Recorded,none,13635,,,12.5 mg,mg,12.5,none,TRUE,FALSE,alteplase
amiodarone,FALSE,Medication,antiarrhythmics,other,amiodarone 500 mg/250 mL CATH LAB,Not Recorded,250.0 mL,27,mL,250,500.0 mg,mg,500,500.0 mg/250.0 ML,TRUE,FALSE,amiodarone
amphotericin B,FALSE,Medication,anti-infective,antifungals,amphotericin B lock soln. 2.5mg/ml 2ml syr.,Not Recorded,2.0 mL,4,mL,2,2.5 mg,mg,2.5,none,FALSE,FALSE,amphotericin B lock soln.
anti-inhibitor coagulant complex,FALSE,Medication,other,other,anti-inhibitor coagulant complex 1000 units,Not Recorded,none,114,,,1000.0 unit,unit,1000,none,TRUE,FALSE,anti-inhibitor coagulant complex
anti-inhibitor coagulant complex,FALSE,Medication,other,other,anti-inhibitor coagulant complex 2500 units,Not Recorded,none,570,,,2500.0 unit,unit,2500,none,TRUE,FALSE,anti-inhibitor coagulant complex
anti-inhibitor coagulant complex,FALSE,Medication,other,other,anti-inhibitor coagulant complex 50 units,Not Recorded,none,36,,,50.0 unit,unit,50,none,TRUE,FALSE,anti-inhibitor coagulant complex
anti-inhibitor coagulant complex,FALSE,Medication,other,other,anti-inhibitor coagulant complex 50 units inj,Not Recorded,none,439,,,50.0 unit,unit,50,none,FALSE,FALSE,anti-inhibitor coagulant complex
antihemophilic factor,FALSE,Medication,other,other,antihemophilic factor 8 recombinant 1000 units,Not Recorded,none,194,,,1000.0 unit,unit,1000,none,TRUE,FALSE,factor 8
antihemophilic factor,FALSE,Medication,other,other,antihemophilic factor 8 recombinant 1000 units,Not Recorded,none,194,,,1000.0 unit,unit,1000,none,TRUE,FALSE,factor 8 (Kogenate)
antihemophilic factor,FALSE,Medication,other,other,antihemophilic factor 8 recombinant 1000 units,Not Recorded,none,67,,,1000.0 unit,unit,1000,none,TRUE,FALSE,factor 8
antihemophilic factor,FALSE,Medication,other,other,antihemophilic factor 8 recombinant 1000 units,Not Recorded,none,67,,,1000.0 unit,unit,1000,none,TRUE,FALSE,factor 8 (Kogenate)
antihemophilic factor,FALSE,Medication,other,other,antihemophilic factor 8 recombinant 1000 units inj,Not Recorded,none,101,,,1000.0 unit,unit,1000,none,FALSE,FALSE,antihemophilic factor 8
antihemophilic factor,FALSE,Medication,other,other,antihemophilic factor 8 recombinant 2000 units,Not Recorded,none,388,,,2000.0 unit,unit,2000,none,TRUE,FALSE,factor 8
antihemophilic factor,FALSE,Medication,other,other,antihemophilic factor 8 recombinant 2000 units,Not Recorded,none,388,,,2000.0 unit,unit,2000,none,TRUE,FALSE,factor 8 (Kogenate)
antihemophilic factor,FALSE,Medication,other,other,antihemophilic factor 8 recombinant 2000 units,Not Recorded,none,84,,,2000.0 unit,unit,2000,none,TRUE,FALSE,factor 8
antihemophilic factor,FALSE,Medication,other,other,antihemophilic factor 8 recombinant 2000 units,Not Recorded,none,84,,,2000.0 unit,unit,2000,none,TRUE,FALSE,factor 8 (Kogenate)
antihemophilic factor,FALSE,Medication,other,other,antihemophilic factor 8 recombinant 250 units,Not Recorded,none,5,,,250.0 unit,unit,250,none,TRUE,FALSE,factor 8
antihemophilic factor,FALSE,Medication,other,other,antihemophilic factor 8 recombinant 3000 units,Not Recorded,none,61,,,3000.0 unit,unit,3000,none,TRUE,FALSE,factor 8
antihemophilic factor,FALSE,Medication,other,other,antihemophilic factor 8 recombinant 3000 units,Not Recorded,none,61,,,3000.0 unit,unit,3000,none,TRUE,FALSE,factor 8 (Kogenate)
antihemophilic factor,FALSE,Medication,other,other,antihemophilic factor 8 recombinant 3000 units,Not Recorded,none,86,,,3000.0 unit,unit,3000,none,TRUE,FALSE,factor 8
antihemophilic factor,FALSE,Medication,other,other,antihemophilic factor 8 recombinant 3000 units,Not Recorded,none,86,,,3000.0 unit,unit,3000,none,TRUE,FALSE,factor 8 (Kogenate)
antihemophilic factor,FALSE,Medication,other,other,antihemophilic factor 8 recombinant 500 units,Not Recorded,none,59,,,500.0 unit,unit,500,none,TRUE,FALSE,factor 8
antihemophilic factor,FALSE,Medication,other,other,antihemophilic factor 8 recombinant 500 units,Not Recorded,none,3,,,500.0 unit,unit,500,none,TRUE,FALSE,factor 8
antihemophilic factor-von Willebrand factor inj,FALSE,Medication,other,other,antihemophilic factor-von Willebrand 500 units,Not Recorded,none,10,,,500.0 unit,unit,500,none,TRUE,FALSE,antihemophilic F8-von Willebrand
antihemophilic factor-von Willebrand factor inj,FALSE,Medication,other,other,antihemophilic factor-von Willebrand 500 units (HUMATE P),Not Recorded,none,2,,,500.0 unit,unit,500,none,TRUE,FALSE,antihemophilic F8-von Willebrand
antihemophilic factor-von Willebrand factor inj,FALSE,Medication,other,other,antihemophilic factor-von Willebrand 500 units (HUMATE P),Not Recorded,none,2,,,500.0 unit,unit,500,none,TRUE,FALSE,antihemoph F8-vonWill HUMATE P
antihemophilic factor-von Willebrand factor inj,FALSE,Medication,other,other,antihemophilic factor-von Willebrand 500 units (HUMATE P),Not Recorded,none,1,,,500.0 unit,unit,500,none,TRUE,FALSE,antihemophilic F8-von Willebrand
antihemophilic factor-von Willebrand factor inj,FALSE,Medication,other,other,antihemophilic factor-von Willebrand 500 units (HUMATE P),Not Recorded,none,1,,,500.0 unit,unit,500,none,TRUE,FALSE,antihemoph F8-vonWill HUMATE P
antihemophilic factor-von Willebrand factor inj,FALSE,Medication,other,other,antihemophilic factor-von Willebrand factor (WILATE) 1000U,Not Recorded,none,137,,,1000.0 unit,unit,1000,none,TRUE,FALSE,antihemoph-vonwillebrand (WILATE)
antihemophilic factor-von Willebrand factor inj,FALSE,Medication,other,other,antihemophilic factor-von Willebrand factor (WILATE) 500U,Not Recorded,none,7,,,500.0 unit,unit,500,none,TRUE,FALSE,antihemoph-vonwille WILATE
antihemophilic factor-von Willebrand factor inj,FALSE,Medication,other,other,antihemophilic factor-von Willebrand factor 1000 units,Not Recorded,none,46,,,1000.0 unit,unit,1000,none,TRUE,FALSE,antihemophilic F8-von Willebrand
antihemophilic factor-von Willebrand factor inj,FALSE,Medication,other,other,antihemophilic factor-von Willebrand factor 1000 units (HUMATE P),Not Recorded,none,19,,,1000.0 unit,unit,1000,none,TRUE,FALSE,antihemophilic F8-von Willebrand
antihemophilic factor-von Willebrand factor inj,FALSE,Medication,other,other,antihemophilic factor-von Willebrand factor 1000 units (HUMATE P),Not Recorded,none,19,,,1000.0 unit,unit,1000,none,TRUE,FALSE,antihemoph F8-vonWill HUMATE P
antihemophilic factor-von Willebrand factor inj,FALSE,Medication,other,other,antihemophilic factor-von Willebrand factor 1000 units (HUMATE P),Not Recorded,none,57,,,1000.0 unit,unit,1000,none,TRUE,FALSE,antihemophilic F8-von Willebrand
antihemophilic factor-von Willebrand factor inj,FALSE,Medication,other,other,antihemophilic factor-von Willebrand factor 1000 units (HUMATE P),Not Recorded,none,57,,,1000.0 unit,unit,1000,none,TRUE,FALSE,antihemoph F8-vonWill HUMATE P
antihemophilic factor-von Willebrand factor inj,FALSE,Medication,other,other,antihemophilic factor-von Willebrand factor 1600 units,Not Recorded,none,48,,,1600.0 unit,unit,1600,none,TRUE,FALSE,antihemophilic F8-von Willebrand
antihemophilic factor-von Willebrand factor inj,FALSE,Medication,other,other,antihemophilic factor-von Willebrand factor 1600 units (HUMATE P),Not Recorded,none,2,,,1600.0 unit,unit,1600,none,TRUE,FALSE,antihemoph F8-vonWill HUMATE P
antihemophilic factor-von Willebrand factor inj,FALSE,Medication,other,other,antihemophilic factor-von Willebrand factor 1600 units (HUMATE P),Not Recorded,none,2,,,1600.0 unit,unit,1600,none,TRUE,FALSE,antihemophilic F8-von Willebrand
antihemophilic factor-von Willebrand factor inj,FALSE,Medication,other,other,antihemophilic factor-von Willebrand factor 1600 units (HUMATE P),Not Recorded,none,1,,,1600.0 unit,unit,1600,none,TRUE,FALSE,antihemoph F8-vonWill HUMATE P
antihemophilic factor-von Willebrand factor inj,FALSE,Medication,other,other,antihemophilic factor-von Willebrand factor 1600 units (HUMATE P),Not Recorded,none,1,,,1600.0 unit,unit,1600,none,TRUE,FALSE,antihemophilic F8-von Willebrand
antihemophilic factor-von Willebrand factor inj,FALSE,Medication,other,other,antihemophilic factor-von Willebrand factor 2400 units,Not Recorded,none,8,,,2400.0 unit,unit,2400,none,TRUE,FALSE,antihemophilic factor-von Willebrand factor
aprepitant,FALSE,Medication,other,other,aprepitant 130 mg inj,Not Recorded,none,2260,,,130.0 mg,mg,130,none,FALSE,FALSE,aprepitant
arsenic trioxide,FALSE,Medication,other,other,arsenic trioxide 1 mg/mL 10 mL inj,Not Recorded,10.0 mL,941,mL,10,1.0 mg,mg,1,none,FALSE,FALSE,arsenic trioxide
arsenic trioxide,FALSE,Medication,other,other,arsenic trioxide 2 mg/mL injection,Not Recorded,none,230,,,2.0 mg,mg,2,none,FALSE,FALSE,arsenic trioxide
,,,,,artesunate 110 mg IV inj,Not Recorded,none,7,,,110.0 mg,mg,110,none,FALSE,FALSE,
atropine-diphenoxylate,FALSE,Medication,anticholinergic,other,atropine-diphenoxylate 5 mg/10 mL UD liq,Not Recorded,10.0 mL,1,mL,10,5.0 mg,mg,5,5.0 mg/10.0 ML,TRUE,FALSE,atropine-diphenoxylate
aztreonam,FALSE,Medication,anti-infective,monobactams,aztreonam 1 gm inj,Not Recorded,none,2902,,,1.0 gm,gm,1,none,FALSE,FALSE,aztreonam
aztreonam,FALSE,Medication,anti-infective,monobactams,aztreonam 2 gm inj,Not Recorded,none,4321,,,2.0 gm,gm,2,none,FALSE,FALSE,aztreonam
bendamustine,FALSE,Medication,other,other,bendamustine 45 mg/0.5mL inj,Not Recorded,0.5 mL,5,mL,0.5,45.0 mg,mg,45,45.0 mg/0.5 ML,FALSE,FALSE,bendamustine
bevacizumab,FALSE,Medication,other,other,bevacizumab-awwb 100mg/4mL inj,Not Recorded,4.0 mL,1,mL,4,100.0 mg,mg,100,100.0 mg/4.0 ML,FALSE,FALSE,bevacizumab-awwb(MVASI)
bevacizumab,FALSE,Medication,other,other,bevacizumab-awwb 400mg/16mL inj,Not Recorded,16.0 mL,1,mL,16,400.0 mg,mg,400,400.0 mg/16.0 ML,FALSE,FALSE,bevacizumab-awwb(MVASI)
"bottle, sterile",FALSE,Medication,other,other,"bottle, sterile",Not Recorded,none,56,,,none,,,none,FALSE,FALSE,"bottle, sterile"
,,,,,cabazitaxel 60 mg/6 mL inj,Not Recorded,6.0 mL,1,mL,6,60.0 mg,mg,60,60.0 mg/6.0 ML,FALSE,FALSE,
calcium carbonate,FALSE,Medication,fluid_electrolyte,other,calcium carbonate 1250 mg (500 mg elemental) tab,Not Recorded,none,2,,,1250.0 mg,mg,1250,none,FALSE,FALSE,calcium carbonate
calcium gluconate,TRUE,Electrolyte Solution (Calcium),fluid_electrolyte,other,calcium gluconate 1 gm/100 mL NS IVPB,Not Recorded,100.0 mL,1138,mL,100,1.0 gm,gm,1,none,TRUE,FALSE,calcium gluconate/NS
,,,,,calcium gluconate 1 gm/50 mL IVPB,Not Recorded,50.0 mL,735,mL,50,1.0 gm,gm,1,none,TRUE,FALSE,
calcium gluconate,TRUE,Electrolyte Solution (Calcium),fluid_electrolyte,other,calcium gluconate 1 gm/50 mL NS IVPB,Not Recorded,50.0 mL,5,mL,50,1.0 gm,gm,1,none,TRUE,FALSE,calcium gluconate NS
calcium gluconate,TRUE,Electrolyte Solution (Calcium),fluid_electrolyte,other,calcium gluconate 10gm/100ml inj,Not Recorded,100.0 mL,71,mL,100,10.0 gm,gm,10,none,FALSE,FALSE,calcium gluconate
calcium gluconate,TRUE,Electrolyte Solution (Calcium),fluid_electrolyte,other,calcium gluconate 2 gm/100 mL NS IVPB,Not Recorded,100.0 mL,254,mL,100,2.0 gm,gm,2,none,TRUE,FALSE,calcium gluconate/NS
calcium gluconate,TRUE,Electrolyte Solution (Calcium),fluid_electrolyte,other,calcium gluconate 3 gm/100 mL NS IVPB,Not Recorded,100.0 mL,5,mL,100,3.0 gm,gm,3,none,TRUE,FALSE,calcium gluconate/NS
calcium gluconate,TRUE,Electrolyte Solution (Calcium),fluid_electrolyte,other,calcium gluconate 5 gm/50 mL inj,Grams/Hour,50.0 mL,116539,mL,50,5.0 gm,gm,5,none,FALSE,FALSE,calcium gluconate
cangrelor,FALSE,Medication,other,other,cangrelor 50 mg inj,Microgram/Kilogram/Minute,none,8489,,,50.0 mg,mg,50,none,FALSE,FALSE,cangrelor
,,,,,caplacizumab-yhdp 11 mg kit,Not Recorded,none,2,,,11.0 mg,mg,11,none,FALSE,FALSE,
,,,,,carfilzomib 10 mg inj,Not Recorded,none,2,,,10.0 mg,mg,10,none,FALSE,FALSE,
casirivimab,FALSE,Medication,other,other,casirivimab 1332mg inj,Not Recorded,none,1,,,1332.0 mg,mg,1332,none,FALSE,FALSE,casirivimab
